1070102	54.60
1070103	54.60
1070104	56.60
1070105	55.80
1070108	54.10
1070109	54.40
1070110	50.30
1070111	50.20
1070112	50.60
1070115	50.40
1070116	50.90
1070117	50.70
1070118	50.40
1070119	50.90
1070122	51.30
1070123	50.50
1070124	50.10
1070125	50.00
1070126	49.25
1070129	48.80
1070130	49.35
1070131	50.20
1070201	50.30
1070202	50.90
1070205	49.85
1070206	45.45
1070207	46.75
1070208	47.60
1070209	46.70
1070212	47.30
1070221	50.20
1070222	50.50
1070223	51.40
1070226	52.00
1070227	52.00
1070301	52.70
1070302	52.50
1070305	51.50
1070306	53.00
1070307	51.80
1070308	52.20
1070309	53.40
1070312	54.30
1070313	54.10
1070314	54.00
1070315	54.30
1070316	55.00
1070319	54.20
1070320	53.10
1070321	53.00
1070322	52.50
1070323	51.20
1070326	51.60
1070327	52.70
1070328	52.00
1070329	53.40
1070330	54.70
1070331	54.70
1070402	54.30
1070403	53.30
1070409	54.00
1070410	54.30
1070411	54.70
1070412	54.70
1070413	54.70
1070416	57.00
1070417	59.70
1070418	58.30
1070419	58.80
1070420	56.00
1070423	55.40
1070424	53.30
1070425	54.00
1070426	53.00
1070427	54.90
1070430	56.70
1070502	57.10
1070503	56.50
1070504	57.40
1070507	56.80
1070508	56.40
1070509	56.70
1070510	59.50
1070511	59.30
1070514	59.10
1070515	61.00
1070516	59.50
1070517	58.70
1070518	60.40
1070521	61.70
1070522	61.30
1070523	62.50
1070524	63.40
1070525	62.90
1070528	63.20
1070529	62.30
1070530	61.80
1070531	61.60
1070601	67.70
1070604	74.40
1070605	71.00
1070606	72.20
1070607	70.30
1070608	71.50
1070611	71.00
1070612	78.10
1070613	71.80
1070614	71.30
1070615	72.10
1070619	72.20
1070620	69.50
1070621	71.50
1070622	69.00
1070625	65.50
1070626	66.80
1070627	68.50
1070628	67.00
1070629	73.70
1070702	72.50
1070703	71.70
1070704	72.00
1070705	69.10
1070706	72.60
1070709	72.00
1070710	74.00
1070711	73.40
1070712	74.70
1070713	74.20
1070716	73.50
1070717	73.70
1070718	81.00
1070719	77.40
1070720	76.00
1070723	70.80
1070724	73.80
1070725	74.00
1070726	75.00
1070727	74.20
1070730	72.70
1070731	73.10
1070801	72.40
1070802	71.10
1070803	70.90
1070806	70.30
1070807	70.40
1070808	68.70
1070809	69.00
1070810	67.50
1070813	63.90
1070814	65.70
1070815	64.40
1070816	63.10
1070817	61.80
1070820	61.50
1070821	61.80
1070822	60.20
1070823	59.60
1070824	57.90
1070827	62.10
1070828	61.80
1070829	62.30
1070830	61.50
1070831	60.20
1070903	59.90
1070904	61.30
1070905	59.80
1070906	59.60
1070907	58.10
1070910	55.70
1070911	57.40
1070912	57.70
1070913	56.30
1070914	57.90
1070917	57.30
1070918	56.00
1070919	56.00
1070920	53.60
1070921	54.20
1070925	55.20
1070926	54.50
1070927	54.20
1070928	54.30
1071001	54.50
1071002	53.60
1071003	52.80
1071004	52.50
1071005	49.60
1071008	49.50
1071009	48.30
1071011	45.00
1071012	47.45
1071015	47.30
1071016	48.30
1071017	47.75
1071018	47.50
1071019	46.85
1071022	49.65
1071023	47.90
1071024	48.95
1071025	47.80
1071026	46.90
1071029	48.20
1071030	48.10
1071031	50.30
1071101	50.90
1071102	52.30
1071105	53.60
1071106	51.30
1071107	53.60
1071108	53.00
1071109	56.70
1071112	57.00
1071113	58.20
1071114	58.00
1071115	58.50
1071116	57.90
1071119	59.00
1071120	59.90
1071121	60.20
1071122	60.50
1071123	59.40
1071126	61.00
1071127	61.60
1071128	64.00
1071129	68.00
1071130	68.00
1071203	71.00
1071204	70.40
1071205	71.00
1071206	68.90
1071207	75.50
1071210	71.00
1071211	74.40
1071212	73.60
1071213	74.00
1071214	74.90
1071217	74.70
1071218	73.20
1071219	74.50
1071220	72.70
1071221	74.20
1071222	73.80
1071224	73.70
1071225	72.30
1071226	70.20
1071227	73.60
1071228	74.80
1080102	74.30
1080103	74.70
1080104	75.30
1080107	74.70
1080108	77.00
1080109	76.30
1080110	77.00
1080111	75.60
1080114	76.30
1080115	79.20
1080116	87.10
1080117	86.00
1080118	87.00
1080121	87.40
1080122	80.50
1080123	81.90
1080124	84.60
1080125	86.50
1080128	86.00
1080129	86.10
1080130	94.50
1080211	96.70
1080212	99.40
1080213	95.00
1080214	95.00
1080215	95.10
1080218	93.40
1080219	92.10
1080220	93.50
1080221	92.00
1080222	90.90
1080225	92.50
1080226	90.80
1080227	91.70
1080304	91.20
1080305	88.20
1080306	89.00
1080307	87.10
1080308	87.90
1080311	90.80
1080312	89.90
1080313	89.20
1080314	87.50
1080315	84.50
1080318	89.00
1080319	87.70
1080320	88.10
1080321	87.80
1080322	92.20
1080325	91.50
1080326	93.40
1080327	94.60
1080328	95.10
1080329	93.20
1080401	93.50
1080402	93.80
1080403	94.20
1080408	95.20
1080409	93.70
1080410	94.30
1080411	92.50
1080412	93.00
1080415	92.60
1080416	95.30
1080417	93.00
1080418	91.00
