1070102	44.40
1070103	44.45
1070104	44.05
1070105	44.00
1070108	44.70
1070109	44.95
1070110	44.20
1070111	44.20
1070112	44.30
1070115	44.35
1070116	44.35
1070117	43.70
1070118	43.60
1070119	43.85
1070122	43.90
1070123	43.60
1070124	43.35
1070125	43.15
1070126	43.00
1070129	42.80
1070130	42.30
1070131	42.40
1070201	42.50
1070202	42.55
1070205	42.05
1070206	41.80
1070207	42.00
1070208	41.60
1070209	41.60
1070212	42.00
1070221	43.10
1070222	43.25
1070223	42.90
1070226	42.20
1070227	42.30
1070301	41.70
1070302	40.55
1070305	39.95
1070306	39.95
1070307	39.45
1070308	39.50
1070309	39.65
1070312	38.10
1070313	38.50
1070314	40.20
1070315	40.60
1070316	40.50
1070319	40.35
1070320	39.95
1070321	39.95
1070322	39.80
1070323	39.15
1070326	39.15
1070327	39.40
1070328	40.75
1070329	41.95
1070330	41.00
1070331	41.00
1070402	40.45
1070403	40.50
1070409	40.25
1070410	40.00
1070411	40.00
1070412	40.10
1070413	39.50
1070416	39.05
1070417	38.90
1070418	39.10
1070419	38.40
1070420	37.90
1070423	38.10
1070424	39.70
1070425	38.10
1070426	37.80
1070427	38.75
1070430	38.50
1070502	37.65
1070503	38.10
1070504	38.30
1070507	38.80
1070508	39.00
1070509	39.00
1070510	39.30
1070511	38.25
1070514	38.30
1070515	38.40
1070516	38.25
1070517	38.15
1070518	38.80
1070521	38.50
1070522	38.70
1070523	38.40
1070524	38.80
1070525	38.45
1070528	38.10
1070529	38.15
1070530	38.15
1070531	38.20
1070601	38.30
1070604	38.20
1070605	38.20
1070606	38.20
1070607	38.20
1070608	38.10
1070611	37.85
1070612	38.00
1070613	38.00
1070614	38.00
1070615	38.20
1070619	38.15
1070620	38.20
1070621	38.50
1070622	38.30
1070625	38.30
1070626	38.20
1070627	38.20
1070628	38.30
1070629	38.35
1070702	38.00
1070703	37.70
1070704	38.00
1070705	38.90
1070706	40.10
1070709	38.30
1070710	38.30
1070711	38.00
1070712	38.10
1070713	38.00
1070716	38.00
1070717	38.00
1070718	37.90
1070719	38.50
1070720	38.40
1070723	37.50
1070724	37.95
1070725	38.05
1070726	38.00
1070727	38.00
1070730	37.70
1070731	37.95
1070801	38.00
1070802	37.90
1070803	37.75
1070806	37.85
1070807	37.80
1070808	37.80
1070809	37.90
1070810	37.85
1070813	37.80
1070814	37.90
1070815	37.85
1070816	37.70
1070817	37.80
1070820	37.85
1070821	37.90
1070822	37.90
1070823	37.80
1070824	37.80
1070827	37.80
1070828	37.85
1070829	37.80
1070830	37.95
1070831	37.90
1070903	37.75
1070904	37.65
1070905	37.50
1070906	37.15
1070907	37.60
1070910	37.25
1070911	36.90
1070912	37.65
1070913	36.90
1070914	36.90
1070917	36.85
1070918	37.20
1070919	36.30
1070920	35.70
1070921	35.10
1070925	34.80
1070926	34.60
1070927	34.65
1070928	34.55
1071001	34.50
1071002	34.50
1071003	33.80
1071004	34.05
1071005	33.90
1071008	33.50
1071009	33.50
1071011	33.50
1071012	33.50
1071015	33.50
1071016	33.60
1071017	34.45
1071018	34.80
1071019	34.55
1071022	35.00
1071023	34.95
1071024	34.80
1071025	34.40
1071026	33.75
1071029	33.70
1071030	33.85
1071031	33.90
1071101	33.75
1071102	33.65
1071105	33.60
1071106	33.55
1071107	33.55
1071108	33.50
1071109	33.50
1071112	34.20
1071113	34.15
1071114	33.80
1071115	34.40
1071116	34.50
1071119	--
1071120	34.45
1071121	34.40
1071122	34.00
1071123	33.55
1071126	33.70
1071127	33.90
1071128	34.00
1071129	34.30
1071130	34.30
1071203	34.50
1071204	34.20
1071205	34.25
1071206	34.40
1071207	34.40
1071210	34.35
1071211	33.85
1071212	34.00
1071213	34.15
1071214	34.00
1071217	33.90
1071218	33.60
1071219	33.90
1071220	34.00
1071221	33.80
1071222	34.10
1071224	34.20
1071225	34.05
1071226	34.00
1071227	34.05
1071228	34.70
1080102	34.70
1080103	34.50
1080104	34.05
1080107	34.25
1080108	34.00
1080109	33.60
1080110	33.75
1080111	34.50
1080114	33.75
1080115	33.60
1080116	33.80
1080117	33.90
1080118	33.90
1080121	33.90
1080122	33.70
1080123	33.60
1080124	33.60
1080125	33.55
1080128	33.60
1080129	33.65
1080130	33.70
1080211	33.70
1080212	33.65
1080213	33.55
1080214	33.50
1080215	33.90
1080218	33.75
1080219	33.70
1080220	33.65
1080221	33.80
1080222	33.75
1080225	33.65
1080226	33.50
1080227	33.65
1080304	33.50
1080305	33.50
1080306	33.50
1080307	33.55
1080308	33.50
1080311	33.65
1080312	33.70
1080313	33.85
1080314	34.50
1080315	34.55
1080318	35.85
1080319	36.25
1080320	36.20
1080321	35.00
1080322	35.25
1080325	36.00
1080326	35.95
1080327	35.80
1080328	35.50
1080329	35.60
1080401	36.00
1080402	36.20
1080403	35.50
1080408	35.50
1080409	35.10
1080410	35.50
1080411	35.45
1080412	35.25
1080415	34.90
1080416	34.85
1080417	34.70
1080418	34.65
1080419	34.10
1080422	34.05
1080423	35.30
1080424	34.25
1080425	34.15
1080426	34.10
1080429	34.95
1080430	34.50
1080502	33.85
1080503	33.50
1080506	33.50
1080507	33.55
1080508	33.60
1080509	33.70
1080510	33.60
1080513	33.55
1080514	33.65
