代號,名稱,開盤,最高,最低,收盤,成交量
'072301,臻鼎群益77購02,0.43,0.45,0.43,0.45,299
'072302,台肥日盛77購01,0.54,0.54,0.53,0.54,433
'072303,禾伸堂日盛77購02,6.55,6.55,6.5,6.5,10
'072304,宏達電永昌78購01,0.44,0.44,0.44,0.44,0
'072305,華新科中信77購01,19.8,19.8,19.8,19.8,0
'072306,中信金台新78購02,0.39,0.39,0.39,0.39,0
'072307,緯創台新78購01,0.41,0.41,0.41,0.41,100
'072308,群創台新78購01,0.16,0.16,0.16,0.16,0
'072309,台光電永豐77購01,0.04,0.04,0.04,0.04,0
'07230P,貿聯麥證7A售03,0.7,0.71,0.7,0.71,148
'072310,晶電永豐77購02,0.05,0.05,0.05,0.05,0
'072311,強茂永豐77購01,3.31,3.31,3.31,3.31,21
'072312,禾伸堂永豐77購03,2.93,2.93,2.93,2.93,3
'072313,台郡永豐77購01,0.06,0.06,0.06,0.06,0
'072314,力麗元大77購03,0.15,0.15,0.15,0.15,0
'072315,鴻海元大77購05,0.12,0.12,0.12,0.12,150
'072316,宏碁元大77購04,0.23,0.23,0.22,0.22,63
'072317,盟立元大77購02,0.16,0.16,0.16,0.16,0
'072318,禾伸堂元大77購05,4.36,4.36,4.36,4.36,0
'072319,緯創元大77購01,0.22,0.22,0.22,0.22,90
'07231P,彩晶麥證7A售03,0.61,0.62,0.61,0.62,238
'072320,和碩元大77購01,0.07,0.07,0.07,0.07,0
'072321,臻鼎元大77購02,0.35,0.35,0.35,0.35,87
'072322,彩晶元大77購01,0.27,0.27,0.27,0.27,0
'072323,矽格元大77購03,0.62,0.62,0.6,0.62,97
'072324,台積電玉山77購03,0.02,0.02,0.02,0.02,0
'072325,友達玉山77購01,0.08,0.08,0.08,0.08,250
'072326,群創玉山77購01,0.02,0.02,0.02,0.02,0
'072327,台勝科玉山79購01,2.1,2.12,2.04,2.04,68
'072328,中纖凱基77購01,0.19,0.24,0.19,0.22,39
'072329,鴻海凱基77購01,0.84,0.96,0.84,0.9,334
'07232P,樺漢麥證7A售03,0.63,0.64,0.62,0.63,172
'072330,鴻海凱基77購02,0.49,0.49,0.49,0.49,135
'072331,鴻海凱基77購03,0.16,0.17,0.16,0.17,50
'072332,鴻海凱基77購04,0.09,0.09,0.09,0.09,0
'072333,鴻海凱基77購05,0.1,0.1,0.1,0.1,0
'072334,華新科凱基77購04,24.7,24.7,24.7,24.7,0
'072335,致伸凱基77購04,0.1,0.1,0.1,0.1,0
'072336,臻鼎凱基77購01,0.61,0.63,0.59,0.6,255
'072337,臻鼎凱基77購02,0.26,0.28,0.25,0.26,216
'072338,臻鼎凱基78購01,0.36,0.36,0.36,0.36,0
'072339,敦南凱基77購01,0.29,0.29,0.29,0.29,10
'07233P,康普凱基7A售01,1.32,1.32,1.14,1.15,1133
'072340,百和興凱基77購01,0.1,0.1,0.1,0.1,0
'072341,華榮國泰77購01,0.31,0.34,0.3,0.3,765
'072342,群創國泰79購01,0.27,0.28,0.27,0.27,1240
'072343,中石化麥證77購01,0.08,0.08,0.08,0.08,0
'072344,儒鴻麥證77購01,0.95,0.95,0.82,0.84,2350
'072345,鴻海麥證78購01,0.13,0.13,0.12,0.12,290
'072346,台積電麥證77購01,0.07,0.07,0.07,0.07,10
'072347,台積電麥證78購01,0.08,0.08,0.07,0.08,194
'072348,華邦電麥證77購01,0.11,0.11,0.11,0.11,400
'072349,鴻準麥證77購01,0.09,0.09,0.09,0.09,0
'07234P,鴻準日盛7A售01,1.92,1.92,1.92,1.92,100
'072350,鴻準麥證78購01,0.08,0.08,0.08,0.08,0
'072351,南亞科麥證77購01,1.38,1.38,1.27,1.3,261
'072352,友達麥證77購01,0.29,0.3,0.28,0.3,1932
'072353,聯發科麥證77購01,0.72,0.74,0.68,0.68,676
'072354,長榮麥證77購01,0.09,0.09,0.09,0.09,0
'072355,國泰金麥證77購01,0.13,0.13,0.1,0.11,1680
'072356,群創麥證77購01,0.07,0.07,0.07,0.07,0
'072357,和碩麥證77購01,0.09,0.09,0.09,0.09,0
'072358,中租麥證77購01,0.71,0.71,0.63,0.65,3036
'072359,臺股指麥證7A購01,1.07,1.07,1.07,1.07,0
'07235P,宏達電日盛7A售01,2.01,2.01,1.97,1.97,33
'072360,臺股指麥證7A購02,0.37,0.37,0.33,0.33,1252
'072361,台灣50富邦79購01,1.37,1.37,1.21,1.23,115
'072362,T50反1富邦79購01,0.65,0.65,0.65,0.65,0
'072363,友達群益77購01,0.32,0.32,0.32,0.32,0
'072364,聯發科群益77購01,0.69,0.69,0.69,0.69,0
'072365,盟立群益77購01,0.04,0.04,0.04,0.04,0
'072366,強茂群益77購01,3.8,5.85,3.8,5.8,511
'072367,群創群益77購01,0.1,0.1,0.1,0.1,0
'072368,台郡群益78購01,0.09,0.09,0.09,0.09,0
'072369,臺股指群益77購01,1.48,1.48,1.32,1.38,38
'07236P,滬深2X中信7A售03,0.63,0.63,0.63,0.63,0
'072370,臺股指群益77購02,1.36,1.36,1.36,1.36,0
'072371,臺股指群益77購03,0.4,0.41,0.4,0.41,63
'072372,TPK兆豐78購02,0.13,0.13,0.13,0.13,0
'072373,臺股指兆豐77購01,0.32,0.32,0.3,0.31,210
'072374,為升日盛77購01,1.54,1.54,1.54,1.54,0
'072375,鴻海日盛77購02,0.03,0.07,0.03,0.07,15
'072376,華邦電日盛77購01,0.12,0.13,0.09,0.09,718
'072377,佳世達日盛77購01,0.27,0.27,0.27,0.27,0
'072378,強茂日盛77購02,3.87,4.37,3.87,4.37,20
'072379,南茂日盛77購01,0.07,0.07,0.07,0.07,0
'07237P,創意國泰7A售02,1.72,1.72,1.69,1.69,95
'072380,高股息元大77購02,0.53,0.53,0.53,0.53,45
'072381,元上證元大77購01,0.06,0.06,0.04,0.04,301
'072382,T50反1元大77購03,0.57,0.57,0.57,0.57,0
'072383,CFA50元大77購02,0.02,0.02,0.01,0.01,190
'072384,鴻海元大77購06,0.43,0.46,0.42,0.45,1487
'072385,技嘉元大77購05,1.61,1.61,1.61,1.61,30
'072386,美律元大78購03,0.24,0.26,0.24,0.25,76
'072387,奇力新元大78購01,3.21,3.21,3.21,3.21,0
'072388,強茂元大77購04,2.43,2.69,2.43,2.69,23
'072389,宏達電元大77購02,0.12,0.13,0.12,0.13,121
'07238P,國巨富邦7B售01,0.11,0.11,0.11,0.11,34
'072390,長榮元大77購04,0.04,0.04,0.04,0.04,0
'072391,禾伸堂元大77購06,3.86,3.86,3.86,3.86,29
'072392,群創元大77購02,0.11,0.11,0.11,0.11,0
'072393,崇越元大77購01,0.36,0.38,0.36,0.38,22
'072394,達方元大77購01,7.9,7.9,7.9,7.9,0
'072395,綠悅康和77購01,0.1,0.1,0.1,0.1,0
'072396,禾伸堂康和77購02,3.74,3.74,3.74,3.74,0
'072397,CFA50元富77購02,0.01,0.01,0.01,0.01,85
'072398,大同元富77購06,0.34,0.34,0.34,0.34,0
'072399,嘉聯益元富77購01,3.02,3.02,3.02,3.02,0
'07239P,義隆富邦7A售03,0.79,0.81,0.79,0.81,232
'072400,臺股指元富77購01,0.57,0.57,0.53,0.53,6
'072401,臺股指元富77購02,0.65,0.66,0.57,0.58,75
'072402,鴻海統一77購06,0.08,0.08,0.08,0.08,0
'072403,致茂統一78購01,0.19,0.24,0.19,0.23,610
'072404,矽格統一77購02,0.23,0.23,0.22,0.22,50
'072405,樺漢統一77購02,0.18,0.19,0.18,0.18,29
'072406,中石化凱基77購02,0.09,0.09,0.09,0.09,0
'072407,友達凱基77購01,0.55,0.55,0.53,0.53,331
'072408,友達凱基77購02,0.24,0.25,0.22,0.24,1271
'072409,宏盛凱基77購01,3.23,3.23,3.23,3.23,2
'07240P,大同元大7A售01,0.78,0.78,0.78,0.78,0
'072410,智原凱基77購01,0.81,0.81,0.76,0.76,309
'072411,智原凱基77購02,0.48,0.49,0.46,0.46,306
'072412,智原凱基78購01,0.52,0.54,0.51,0.51,351
'072413,全宇凱基77購02,0.13,0.13,0.13,0.13,0
'072414,正文凱基77購02,0.15,0.15,0.15,0.15,0
'072415,嘉聯益凱基77購01,2.83,2.83,2.83,2.83,0
'072416,嘉聯益凱基77購02,3.11,3.11,3.11,3.11,0
'072417,嘉聯益凱基78購01,2.86,2.96,2.81,2.9,1208
'072418,臺股指凱基77購01,0.69,0.69,0.59,0.62,212
'072419,臺股指凱基77購02,0.41,0.41,0.41,0.41,0
'07241P,臺股指元大7B售02,3.34,3.34,3.34,3.34,6
'072420,臺股指凱基77購03,0.75,0.76,0.66,0.68,201
'072421,群創國泰78購01,0.1,0.1,0.1,0.1,0
'072422,鴻海富邦79購03,0.34,0.34,0.34,0.34,2
'072423,美律富邦79購02,0.21,0.21,0.21,0.21,59
'072424,臺股指富邦77購01,1,1,1,1,0
'072425,臺股指富邦77購02,0.32,0.32,0.32,0.32,0
'072426,臺股指富邦77購03,0.67,0.67,0.63,0.63,20
'072427,臺股指永昌77購01,1.72,1.72,1.6,1.65,41
'072428,臺股指永昌77購02,1.8,1.8,1.8,1.8,0
'072429,上銀中信78購01,4,4,4,4,0
'07242P,臺股指元大7B售03,3.66,3.66,3.66,3.66,0
'072430,聯電中信78購01,1.21,1.31,1.21,1.31,73
'072431,微星中信79購01,3.72,3.72,3.72,3.72,0
'072432,強茂中信77購01,1.67,2.23,1.67,2.23,110
'072433,潤泰全中信78購01,1.05,1.05,1.01,1.01,1571
'072434,台勝科中信77購01,1.49,1.49,1.49,1.49,42
'072435,T50反1台新7C購01,0.53,0.53,0.53,0.53,0
'072436,全新台新78購01,0.33,0.33,0.33,0.33,30
'072437,中壽台新78購01,0.75,0.75,0.71,0.71,127
'072438,潤泰全台新78購01,1.37,1.37,1.37,1.37,3
'072439,永冠永豐77購02,0.03,0.03,0.03,0.03,0
'07243P,臺股指元大7B售04,4.35,4.35,4.35,4.35,0
'072440,為升永豐77購01,0.61,0.75,0.61,0.75,1041
'072441,廣達永豐77購01,0.11,0.11,0.11,0.11,0
'072442,強茂永豐77購02,1.43,2.14,1.43,2.14,1347
'072443,宏盛永豐77購01,1.73,1.73,1.73,1.73,12
'072444,聯鈞永豐77購01,0.06,0.06,0.06,0.06,0
'072445,敦泰永豐77購01,0.04,0.04,0.04,0.04,0
'072446,彩晶永豐77購02,0.06,0.06,0.06,0.06,0
'072447,南茂永豐77購01,0.05,0.05,0.05,0.05,0
'072448,臺股指永豐77購03,0.5,0.5,0.5,0.5,0
'072449,臺股指永豐77購04,0.17,0.17,0.17,0.17,60
'07244P,大同中信7C售01,0.6,0.6,0.6,0.6,0
'072450,國喬麥證77購01,0.37,0.41,0.36,0.39,4220
'072451,榮成麥證77購01,0.08,0.08,0.08,0.08,0
'072452,聯電麥證77購01,0.65,0.78,0.65,0.69,9778
'072453,華通麥證77購01,0.13,0.15,0.13,0.13,129
'072454,宏碁麥證77購01,0.15,0.16,0.14,0.14,391
'072455,台光電麥證77購01,0.04,0.04,0.04,0.04,0
'072456,京元電麥證77購01,0.08,0.08,0.08,0.08,0
'072457,可成麥證77購01,0.28,0.34,0.28,0.34,19
'072458,富邦金麥證77購01,0.13,0.13,0.13,0.13,0
'072459,緯創麥證77購01,0.18,0.18,0.18,0.18,11
'07245P,上証2X群益7C售01,1,1.02,1,1.02,10
'072460,台勝科麥證77購01,2.59,2.59,2.37,2.41,971
'072461,臻鼎麥證77購01,0.16,0.16,0.15,0.15,1072
'072462,樺漢麥證77購01,0.2,0.2,0.2,0.2,60
'072463,康友麥證77購01,0.24,0.25,0.23,0.25,1161
'072464,南茂麥證77購01,0.03,0.03,0.03,0.03,0
'072465,臺股指麥證77購01,0.72,0.72,0.68,0.69,40
'072466,臺股指麥證77購02,0.36,0.37,0.34,0.35,359
'072467,微星第一77購01,5.1,5.1,5.1,5.1,0
'072468,群創第一77購01,0.48,0.48,0.48,0.48,0
'072469,中石化群益77購02,0.11,0.12,0.11,0.12,55
'07246P,葡萄王群益7A售02,1.65,1.75,1.65,1.75,142
'072470,冠德群益77購01,0.12,0.12,0.12,0.12,0
'072471,潤泰全群益77購01,2.03,2.03,2.03,2.03,0
'072472,貿聯群益77購01,0.04,0.04,0.04,0.04,0
'072473,TPK群益77購03,0.08,0.08,0.08,0.08,0
'072474,華新科日盛77購01,25.9,25.9,25.9,25.9,0
'072475,中橡宏遠77購01,0.17,0.17,0.17,0.17,6
'072476,友達國票77購01,0.43,0.45,0.43,0.45,382
'072477,禾伸堂國票77購02,3.54,3.54,3.54,3.54,0
'072478,明泰國票77購01,0.1,0.1,0.1,0.1,0
'072479,和大凱基77購01,1.13,1.22,1.05,1.22,980
'07247P,TPK群益7B售01,1.16,1.16,1.14,1.14,14
'072480,大同凱基77購04,0.26,0.26,0.26,0.26,0
'072481,大同凱基77購05,0.1,0.1,0.1,0.1,0
'072482,京元電凱基77購01,0.07,0.07,0.07,0.07,40
'072483,強茂凱基77購02,2.05,2.85,2.03,2.76,1243
'072484,創意中信78購01,0.29,0.29,0.29,0.29,0
'072485,技嘉台新78購01,1.35,1.35,1.35,1.35,60
'072486,微星台新79購01,2.07,2.07,2.07,2.07,50
'072487,南亞科台新78購01,1.17,1.26,1.16,1.16,419
'072488,聯鈞台新78購01,0.08,0.08,0.08,0.08,0
'072489,卜蜂永豐77購01,0.04,0.04,0.04,0.04,10
'07248P,上証2X凱基7C售02,1.58,1.62,1.58,1.62,25
'072490,大同永豐77購05,0.05,0.05,0.05,0.05,0
'072491,建準永豐77購01,0.08,0.08,0.08,0.08,0
'072492,矽創永豐77購01,0.15,0.15,0.15,0.15,150
'072493,凌巨永豐77購01,0.08,0.08,0.08,0.08,0
'072494,鴻海元大77購07,0.03,0.03,0.03,0.03,1
'072495,華邦電元大77購03,0.11,0.12,0.09,0.09,470
'072496,大同元大78購03,0.25,0.25,0.25,0.25,141
'072497,大同元大78購04,0.37,0.37,0.37,0.37,100
'072498,微星元大77購06,2.75,2.75,2.75,2.75,3
'072499,美律元大77購05,0.12,0.12,0.12,0.12,0
'07249P,滬深2X凱基7C售03,1.4,1.4,1.4,1.4,0
'072500,全新元大77購04,0.54,0.55,0.49,0.51,222
'072501,冠德元大77購03,0.11,0.11,0.11,0.11,0
'072502,群創元大78購01,0.07,0.07,0.07,0.07,0
'072503,彩晶元大77購02,0.13,0.13,0.13,0.13,0
'072504,百和興元大77購01,0.05,0.05,0.05,0.05,0
'072505,T50反1玉山7A購01,0.31,0.31,0.31,0.31,0
'072506,T50反1玉山7A購02,0.24,0.24,0.22,0.23,273
'072507,美律玉山79購01,0.38,0.38,0.35,0.37,802
'072508,冠德玉山77購01,0.11,0.11,0.11,0.11,0
'072509,宏盛玉山77購01,2.49,2.49,2.49,2.49,0
'07250P,禾伸堂凱基7A售05,0.39,0.39,0.39,0.39,0
'072510,華夏國泰77購01,0.36,0.36,0.35,0.35,60
'072511,華新科國泰77購01,26.1,26.1,26.1,26.1,0
'072512,台勝科國泰77購02,2.47,2.49,2.32,2.32,62
'072513,中租國泰77購01,1.29,1.32,1.25,1.3,20
'072514,FB上証富邦79購01,0.07,0.07,0.07,0.07,536
'072515,CFA50富邦7A購01,0.07,0.07,0.05,0.07,946
'072516,台積電富邦77購01,0.17,0.17,0.17,0.17,10
'072517,宏碁富邦78購01,0.28,0.28,0.28,0.28,3
'072518,可成富邦79購02,0.73,0.78,0.7,0.78,996
'072519,統一麥證77購01,0.5,0.5,0.36,0.36,6883
'07251P,GIS凱基7A售06,0.81,0.81,0.8,0.8,460
'072520,東陽麥證77購01,0.1,0.1,0.1,0.1,0
'072521,東聯麥證77購01,0.37,0.38,0.37,0.38,1902
'072522,光寶科麥證77購01,0.16,0.16,0.16,0.16,30
'072523,日月光麥證77購01,0.15,0.15,0.1,0.1,737
'072524,鴻海麥證79購01,0.44,0.48,0.43,0.45,2206
'072525,台積電麥證79購01,0.27,0.27,0.23,0.27,770
'072526,智邦麥證77購01,0.06,0.06,0.06,0.06,0
'072527,佳世達麥證77購01,0.22,0.22,0.22,0.22,10
'072528,英業達麥證77購01,0.25,0.26,0.24,0.25,806
'072529,微星麥證77購01,2.69,2.82,2.56,2.56,900
'07252P,GIS凱基7A售07,0.71,0.71,0.69,0.69,375
'072530,華新科麥證77購01,10.2,10.2,10.2,10.2,0
'072531,潤泰全麥證77購01,0.93,0.93,0.84,0.86,1594
'072532,亞光麥證77購01,0.26,0.26,0.26,0.26,55
'072533,欣興麥證77購01,0.34,0.37,0.33,0.34,1633
'072534,貿聯麥證77購01,0.08,0.08,0.08,0.08,0
'072535,鎧勝麥證77購01,0.08,0.08,0.08,0.08,0
'072536,敦南麥證77購01,0.16,0.16,0.16,0.16,0
'072537,臺股指麥證7B購01,0.43,0.43,0.4,0.41,196
'072538,鴻海康和77購01,0.17,0.17,0.17,0.17,0
'072539,宏碁康和77購01,0.13,0.13,0.13,0.13,0
'07253P,GIS凱基7A售08,0.52,0.52,0.52,0.52,200
'072540,南亞科康和77購02,1.26,1.26,1.26,1.26,15
'072541,台郡康和77購01,0.04,0.04,0.04,0.04,0
'072542,CFA50統一77購01,0.01,0.01,0.01,0.01,40
'072543,廣宇統一77購01,0.09,0.09,0.09,0.09,0
'072544,群創統一77購01,0.11,0.11,0.11,0.11,0
'072545,彩晶統一77購01,0.17,0.17,0.17,0.17,1030
'072546,矽創統一78購01,0.36,0.36,0.35,0.35,115
'072547,大成鋼元富77購01,2.43,2.43,2.43,2.43,0
'072548,大同元富77購07,0.19,0.19,0.19,0.19,0
'072549,技嘉元富77購01,1.82,1.82,1.82,1.82,0
'07254P,聯發科富邦7C售03,1.22,1.25,1.22,1.25,920
'072550,中信金元富77購01,0.25,0.25,0.24,0.24,209
'072551,禾伸堂元富77購02,4.28,4.28,4.28,4.28,0
'072552,敦南元富77購01,0.3,0.31,0.3,0.31,30
'072553,達運元富77購01,0.18,0.18,0.18,0.18,50
'072554,樺漢元富77購02,0.24,0.24,0.24,0.24,0
'072555,國喬兆豐77購02,1.03,1.08,1.01,1.04,499
'072556,中石化兆豐78購02,0.15,0.15,0.15,0.15,244
'072557,華新兆豐77購02,5.35,5.35,5.35,5.35,0
'072558,中纖兆豐77購01,0.47,0.47,0.42,0.42,221
'072559,榮成兆豐78購01,0.37,0.37,0.37,0.37,171
'07255P,聯發科富邦7C售04,1.46,1.47,1.46,1.47,1041
'072560,聯電兆豐77購01,2.11,2.23,2.11,2.19,100
'072561,華通兆豐78購01,0.24,0.24,0.24,0.24,0
'072562,台積電兆豐78購04,0.42,0.42,0.4,0.42,95
'072563,華邦電兆豐78購03,0.1,0.1,0.1,0.1,0
'072564,宏碁兆豐77購02,0.17,0.19,0.17,0.18,486
'072565,鴻準兆豐77購01,0.2,0.2,0.2,0.2,0
'072566,致茂兆豐78購01,0.5,0.57,0.5,0.56,850
'072567,微星兆豐77購03,3.21,3.21,3.21,3.21,0
'072568,友達兆豐77購02,0.38,0.39,0.38,0.39,302
'072569,可成兆豐77購02,0.7,0.8,0.69,0.77,1297
'07256P,國喬元富7A售02,0.64,0.64,0.63,0.63,105
'072570,宏達電兆豐77購02,0.18,0.18,0.18,0.18,8
'072571,中信金兆豐77購01,0.56,0.56,0.56,0.56,0
'072572,晶豪科兆豐77購01,0.35,0.35,0.35,0.35,0
'072573,緯創兆豐77購02,0.73,0.73,0.73,0.73,6
'072574,群創兆豐77購02,0.01,0.01,0.01,0.01,0
'072575,嘉澤兆豐78購02,0.5,0.54,0.5,0.54,1430
'072576,致伸兆豐77購01,0.04,0.04,0.04,0.04,0
'072577,敦南兆豐77購01,0.2,0.2,0.2,0.2,30
'072578,達運兆豐77購02,0.09,0.09,0.09,0.09,0
'072579,台虹兆豐78購01,0.12,0.12,0.12,0.12,10
'07257P,佳世達元富7A售02,0.75,0.76,0.75,0.76,269
'072580,致茂第一77購01,0.34,0.41,0.34,0.39,70
'072581,強茂第一77購01,4.49,4.49,4.49,4.49,10
'072582,卜蜂群益77購01,0.09,0.09,0.09,0.09,0
'072583,中石化群益78購02,0.06,0.06,0.06,0.06,0
'072584,華邦電群益77購03,0.05,0.05,0.05,0.05,420
'072585,致茂群益77購01,0.17,0.25,0.17,0.22,694
'072586,美律群益77購02,0.03,0.03,0.03,0.03,0
'072587,聯發科群益77購02,0.23,0.23,0.23,0.23,0
'072588,創意群益77購05,0.09,0.09,0.09,0.09,0
'072589,嘉澤群益77購03,0.35,0.35,0.3,0.33,797
'07258P,上銀兆豐7B售01,1.32,1.4,1.32,1.4,153
'072590,致伸群益77購01,0.03,0.03,0.03,0.03,0
'072591,鎧勝群益77購01,0.02,0.02,0.02,0.02,0
'072592,大立光日盛77購03,1.11,1.15,1.08,1.15,54
'072593,T50反1元大78購01,0.57,0.62,0.57,0.59,219
'072594,儒鴻元大77購01,1.9,1.95,1.65,1.65,270
'072595,瑞昱元大77購03,0.25,0.25,0.23,0.23,82
'072596,宏盛元大77購02,3.51,3.51,3.51,3.51,0
'072597,長榮元大77購05,0.08,0.08,0.08,0.08,0
'072598,臻鼎元大77購03,0.53,0.55,0.53,0.55,176
'072599,FB上証永昌78購01,0.5,0.5,0.5,0.5,0
'07259P,創意兆豐7A售01,1.38,1.38,1.35,1.37,219
'072600,卜蜂中信78購01,0.07,0.07,0.07,0.07,0
'072601,台積電台新78購02,0.09,0.09,0.09,0.09,20
'072602,創意台新78購01,0.48,0.48,0.48,0.48,0
'072603,台勝科台新77購02,1.78,1.78,1.59,1.59,51
'072604,台勝科台新77購03,1.66,1.66,1.66,1.66,0
'072605,台積電永豐77購02,0.01,0.01,0.01,0.01,103
'072606,旺宏永豐77購05,1,1.09,0.94,1.09,1465
'072607,創意永豐77購04,0.08,0.08,0.08,0.08,0
'072608,台勝科永豐77購02,0.62,0.67,0.56,0.61,2348
'072609,敦南永豐77購01,0.1,0.1,0.1,0.1,0
'07260P,台積電中信7A售02,0.93,0.93,0.93,0.93,0
'072610,崇越永豐77購01,0.09,0.09,0.09,0.09,0
'072611,大同國泰77購01,0.24,0.24,0.24,0.24,0
'072612,華新富邦77購01,7.05,7.05,7.05,7.05,0
'072613,廣宇富邦77購01,0.1,0.1,0.1,0.1,0
'072614,強茂統一77購02,1.49,1.76,1.49,1.75,109
'072615,大立光統一77購10,0.73,0.74,0.73,0.74,623
'072616,大立光統一77購11,0.78,0.78,0.76,0.76,100
'072617,群創統一78購01,0.08,0.08,0.08,0.08,0
'072618,隆達統一78購01,0.09,0.09,0.09,0.09,0
'072619,T50反1康和81購01,0.72,0.72,0.72,0.72,30
'07261P,上証2X群益7B售02,2.19,2.19,2.19,2.19,0
'072620,卜蜂康和77購01,0.13,0.13,0.13,0.13,0
'072621,日月光康和77購01,0.52,0.52,0.43,0.43,258
'072622,友達康和77購01,0.34,0.34,0.34,0.34,0
'072623,聯發科康和77購01,0.64,0.64,0.64,0.64,0
'072624,宏碁元富77購04,0.11,0.11,0.11,0.11,0
'072625,微星元富77購04,3.55,3.55,3.55,3.55,10
'072626,美律元富77購04,0.07,0.07,0.07,0.07,0
'072627,盟立凱基77購03,0.16,0.16,0.16,0.16,0
'072628,明泰凱基77購01,0.14,0.14,0.14,0.14,0
'072629,奇美材凱基77購01,0.07,0.07,0.07,0.07,10
'07262P,華擎群益7B售01,1.08,1.08,1.08,1.08,0
'072630,中磊凱基77購01,0.13,0.13,0.13,0.13,50
'072631,台塑麥證77購01,0.89,0.89,0.82,0.86,1030
'072632,南亞麥證77購01,0.66,0.66,0.62,0.63,367
'072633,亞德客麥證77購01,0.42,0.42,0.34,0.34,2612
'072634,中鋼麥證77購01,0.19,0.19,0.19,0.19,0
'072635,中橡麥證77購01,0.18,0.18,0.18,0.18,0
'072636,仁寶麥證77購01,0.11,0.11,0.11,0.11,0
'072637,順德麥證77購01,0.2,0.2,0.2,0.2,31
'072638,致茂麥證77購01,0.22,0.28,0.22,0.28,1509
'072639,瑞昱麥證77購01,0.17,0.17,0.17,0.17,0
'07263P,國巨國泰7A售02,0.18,0.18,0.18,0.18,28
'072640,建準麥證77購01,0.08,0.08,0.08,0.08,0
'072641,中壽麥證77購01,0.51,0.51,0.42,0.44,1244
'072642,開發金麥證77購01,0.31,0.31,0.29,0.29,240
'072643,元大金麥證77購01,0.22,0.22,0.22,0.22,0
'072644,新光金麥證77購01,0.72,0.76,0.62,0.76,7306
'072645,中信金麥證77購01,0.27,0.27,0.25,0.25,1471
'072646,禾伸堂麥證77購01,4.61,4.72,4.33,4.54,315
'072647,致伸麥證77購01,0.06,0.06,0.06,0.06,0
'072648,祥碩麥證77購01,0.23,0.23,0.23,0.23,100
'072649,聯茂麥證77購01,0.26,0.27,0.21,0.21,3435
'07264P,鴻海富邦7C售02,0.93,0.93,0.87,0.87,1781
'072650,啟碁麥證77購01,0.06,0.06,0.06,0.06,0
'072651,義隆兆豐77購01,0.81,0.83,0.77,0.78,961
'072652,大立光兆豐77購05,1.52,1.52,1.52,1.52,0
'072653,大立光兆豐77購06,1.18,1.18,1.18,1.18,0
'072654,上銀兆豐78購04,3.38,3.42,3.14,3.14,13
'072655,微星兆豐77購04,3.24,3.24,3.24,3.24,0
'072656,友達兆豐78購01,0.14,0.14,0.14,0.14,180
'072657,華新科兆豐77購02,16.4,16.4,16.4,16.4,0
'072658,宏碁國票77購03,0.03,0.03,0.03,0.03,0
'072659,台勝科國票77購02,1.2,1.2,1.2,1.2,0
'07265P,台積電富邦7A售01,1.46,1.5,1.46,1.5,70
'072660,綠悅元大77購01,0.01,0.01,0.01,0.01,0
'072661,和大元大77購01,0.82,0.95,0.76,0.9,2052
'072662,大成鋼元大77購03,3.1,3.1,3.1,3.1,0
'072663,為升元大77購02,1.36,1.57,1.34,1.55,162
'072664,台光電元大77購01,0.2,0.2,0.2,0.2,0
'072665,聯發科元大77購06,0.37,0.37,0.34,0.34,435
'072666,聯發科元大78購02,0.62,0.64,0.6,0.6,512
'072667,創意元大77購07,0.31,0.31,0.31,0.31,13
'072668,聯鈞元大77購01,0.07,0.07,0.07,0.07,0
'072669,台勝科元大77購05,1.81,1.93,1.62,1.75,610
'07266P,上銀凱基7A售02,1.64,1.77,1.63,1.75,2170
'072670,鎧勝元大77購02,0.06,0.06,0.06,0.06,58
'072671,敦南元大77購01,0.28,0.28,0.28,0.28,0
'072672,台塑凱基77購01,1.13,1.13,1.13,1.13,0
'072673,台達電凱基77購01,0.03,0.03,0.03,0.03,0
'072674,上緯控凱基77購01,1.19,1.19,1.13,1.13,27
'072675,上緯控凱基77購02,0.98,1.05,0.93,1,174
'072676,台達電群益77購02,0.01,0.01,0.01,0.01,0
'072677,旺宏群益78購01,1.35,1.45,1.33,1.45,745
'072678,宏碁群益77購03,0.12,0.12,0.12,0.12,0
'072679,宏碁群益77購04,0.07,0.07,0.07,0.07,0
'07267P,上銀凱基7A售03,1.35,1.44,1.34,1.44,971
'072680,鴻準群益77購01,0.03,0.03,0.03,0.03,0
'072681,南亞科群益77購01,2.38,2.38,2.38,2.38,35
'072682,全新群益79購01,0.57,0.57,0.52,0.55,362
'072683,義隆群益77購02,0.73,0.73,0.65,0.71,603
'072684,華新科群益77購01,17.8,17.8,17.8,17.8,0
'072685,宏達電群益77購02,0.17,0.17,0.17,0.17,0
'072686,宏達電群益77購03,0.07,0.07,0.07,0.07,180
'072687,群創群益77購02,0.05,0.05,0.05,0.05,0
'072688,台勝科群益77購06,2,2.18,1.85,2.04,338
'072689,貿聯群益77購02,0.02,0.02,0.02,0.02,0
'07268P,旺宏凱基7A售01,0.73,0.74,0.73,0.74,209
'072690,乙盛群益77購02,0.02,0.02,0.02,0.02,0
'072691,榮成中信77購01,0.04,0.04,0.04,0.04,0
'072692,宏碁中信79購01,0.17,0.17,0.17,0.17,0
'072693,新日興中信78購01,0.6,0.6,0.6,0.6,0
