代號,名稱,開盤,最高,最低,收盤,成交量
'0050,元大台灣50,81.4,81.4,80.3,80.4,6164
'0050N,TW50淨,0,0,0,0,0
'0051,元大中型100,33.84,33.84,33.47,33.47,25
'0051N,TWMC淨,0,0,0,0,0
'0052,富邦科技,51.7,51.7,51.1,51.1,4
'0052N,TWIT淨,0,0,0,0,0
'0053,元大電子,35.68,35.68,35.39,35.55,30
'0054,元大台商50,24.4,24.4,24.03,24.16,30
'0055,元大MSCI金融,17.37,17.4,17.2,17.29,26
'0056,元大高股息,26.3,26.3,26.01,26.01,5263
'0057,富邦摩台,49.65,49.65,49.31,49.39,11
'0058,富邦發達,47.43,47.61,46.43,46.95,697
'0059,富邦金融,42.66,42.66,41.9,41.9,8
'0061,元大寶滬深,18.51,18.58,18.26,18.39,2550
'006201,元大富櫃50,14.43,14.43,14.31,14.43,25
'006203,元大MSCI台灣,37.88,37.88,37.65,37.65,22
'006204,永豐臺灣加權,54.15,54.15,53.75,53.75,100
'006205,富邦上証,30.99,31,30.64,30.85,4931
'006206,元大上證50,30.94,30.94,30.45,30.55,3625
'006207,FH滬深,23.67,23.67,23.28,23.46,637
'006208,富邦台50,47.16,47.56,47.16,47.16,71
'00625K,富邦上証+R,6.63,6.63,6.59,6.59,66
'00631L,元大台灣50正2,36.3,36.3,35.71,35.77,2187
'00632R,元大台灣50反1,12.7,12.78,12.7,12.77,62423
'00633L,富邦上証正2,40.5,40.69,39.67,40.37,53306
'00634R,富邦上証反1,7.2,7.33,7.2,7.28,957
'00635U,元大S&P黃金,19.9,19.92,19.85,19.86,431
'00636,國泰中國A50,20.05,20.05,19.78,19.94,12053
'00636K,國泰中國A50+U,6.66,6.66,6.66,6.66,20
'00637L,元大滬深300正2,15.37,15.37,15.05,15.3,153826
'00638R,元大滬深300反1,14.9,15.04,14.9,14.93,139
'00639,富邦深100,11.13,11.13,10.97,11.05,4098
'00640L,富邦日本正2,23.41,23.51,23.27,23.35,853
'00641R,富邦日本反1,14.69,14.7,14.62,14.68,1984
'00642U,元大S&P石油,20.51,20.51,20.39,20.44,434
'00643,群益深証中小,15.22,15.22,14.86,15.04,2544
'00643K,群益深証中小+R,3.28,3.28,3.28,3.28,0
'00645,富邦日本,22.06,22.15,22.01,22.09,132
'00646,元大S&P500,24.32,24.36,24.29,24.36,332
'00647L,元大S&P500正2,30.5,30.73,30.41,30.73,61
'00648R,元大S&P500反1,13.7,13.72,13.67,13.71,499
'00649,FH香港,21.85,21.85,21.71,21.75,145
'00650L,FH香港正2,36,36.35,35.4,35.64,114
'00651R,FH香港反1,8.2,8.31,8.2,8.3,624
'00652,富邦印度,22.6,22.65,22.54,22.65,24
'00653L,富邦印度正2,28.46,28.46,27.93,28.1,143
'00654R,富邦印度反1,14.84,14.87,14.81,14.84,65
'00655L,國泰中國A50正2,29.75,29.75,28.99,29.5,22812
'00656R,國泰中國A50反1,13.98,14.04,13.9,13.95,82
'00657,國泰日經225,26.88,26.94,26.86,26.88,76
'00657K,國泰日經225+U,8.96,9,8.96,9,2
'00658L,國泰日本正2,34.71,34.82,34.55,34.7,43
'00659R,國泰日本反1,13,13,12.96,12.96,212
'00660,元大歐洲50,24.53,24.53,24.48,24.48,6
'00661,元大日經225,27.83,27.83,27.83,27.83,0
'00662,富邦NASDAQ,28.49,28.51,28.44,28.5,109
'00663L,國泰臺灣加權正2,34.23,34.23,33.73,33.8,312
'00664R,國泰臺灣加權反1,14.35,14.44,14.35,14.42,1715
'00665L,富邦恒生國企正2,32.49,32.49,31.51,31.67,925
'00666R,富邦恒生國企反1,13.16,13.31,13.16,13.26,316
'00667,元大韓國,23.92,23.92,23.68,23.68,48
'00668,國泰美國道瓊,25.44,25.51,25.44,25.51,11
'00668K,國泰美國道瓊+U,8.65,8.65,8.65,8.65,0
'00669R,國泰美國道瓊反1,14,14,13.94,13.95,1626
'00670L,富邦NASDAQ正2,31.37,31.45,31.22,31.35,974
'00671R,富邦NASDAQ反1,14.62,14.67,14.61,14.65,472
'00672L,元大S&P原油正2,24.38,24.38,24.08,24.33,3075
'00673R,元大S&P原油反1,14.69,14.77,14.68,14.73,2957
'00674R,元大S&P黃金反1,19.18,19.22,19.18,19.22,10
'00675L,富邦臺灣加權正2,14.81,14.81,14.59,14.6,294
'00676R,富邦臺灣加權反1,7.77,7.82,7.76,7.8,2878
'00677U,富邦VIX,7.32,7.35,7.14,7.21,88906
'00678,群益NBI生技,21.2,21.35,21.12,21.32,332
'00679B,元大美債20年,37.45,37.6,37.4,37.48,10676
'00680L,元大美債20正2,19.48,19.5,19.4,19.41,15
'00681R,元大美債20反1,18.97,19.05,18.97,19.01,13
'00682U,元大美元指數,18.64,18.7,18.64,18.68,96
'00683L,元大美元指數正2,17.7,17.77,17.7,17.73,1658
'00684R,元大美元指數反1,20.48,20.48,20.45,20.46,9
'00685L,群益臺灣加權正2,12.84,12.84,12.8,12.8,25
'00686R,群益臺灣加權反1,8.48,8.54,8.48,8.53,197
'00687B,國泰20年美債,39.07,39.16,39,39.06,870
'00688L,國泰20年美債正2,19.66,19.69,19.54,19.58,216
'00689R,國泰20年美債反1,19.3,19.37,19.27,19.27,221
'00690,兆豐藍籌30,22.03,22.03,21.76,21.77,372
'00691R,兆豐藍籌30反1,17.04,17.12,17.04,17.1,7
'00692,富邦公司治理,21.15,21.15,20.94,20.99,753
'00693U,華頓S&P黃豆,19.96,19.96,19.83,19.84,341
'00694B,富邦美債1-3,39.55,39.59,39.55,39.58,305
'00695B,富邦美債7-10,38.51,38.51,38.49,38.49,300
'00696B,富邦美債20年,39.39,39.39,39.33,39.33,300
'00697B,元大美債7-10,37.83,37.83,37.81,37.83,450
'00698L,元大美債7-10正2,18.04,18.04,18.04,18.04,23
'00699R,元大美債7-10反1,20.27,20.33,20.25,20.32,59
'00700,富邦恒生國企,21.4,21.4,21.15,21.25,87
'00701,國泰臺灣低波動30,21,21,20.78,20.78,42
'00702,國泰標普低波高息,19.78,19.82,19.78,19.82,4
'00703,台新MSCI中國,22.41,22.42,22.12,22.18,2016
'00704L,台新MSCI台灣正2,21.31,21.31,21.31,21.31,0
'00705R,台新MSCI台灣反1,18.35,18.61,18.35,18.61,37
'00706L,元大S&P日圓正2,19.7,19.73,19.62,19.73,261
'00707R,元大S&P日圓反1,19.64,19.67,19.63,19.65,12
'00708L,元大S&P黃金正2,18.76,18.78,18.66,18.68,396
'00709,富邦歐洲,20.08,20.11,20.03,20.07,240
'00710B,FH彭博高收益債,20.05,20.05,20.05,20.05,1
'00711B,FH彭博新興債,18.86,18.86,18.7,18.72,178
'00712,FH富時不動產,19.12,19.12,19.04,19.04,31
'00713,元大台灣高息低波,30.95,30.95,30.75,30.75,4
'00714,群益道瓊美國地產,18.69,18.89,18.69,18.89,112
'00715L,華頓S&P布蘭特正2,30.46,30.47,30.13,30.4,354
'00716R,華頓S&P布蘭特反1,15.38,15.45,15.37,15.37,204
'00717,富邦美國特別股,19.59,19.62,19.58,19.61,537
'00718B,富邦中國政策債,20.77,20.79,20.76,20.79,223
'00719B,元大美債1-3,31,31,30.9,30.94,406
'00720B,元大投資級公司債,38.11,38.41,38.11,38.22,576
'00721B,元大中國債3-5,47.32,47.32,47.24,47.25,406
'00722B,群益15年IG電信債,39.2,39.2,38.99,39.12,257
'00723B,群益15年IG科技債,38.11,38.24,38.11,38.16,202
'00724B,群益10年IG金融債,37.02,37.02,36.84,36.93,283
'00725B,國泰投資級公司債,39.33,39.73,39.33,39.63,41
'00726B,國泰5Y+新興債,39.35,39.47,39.35,39.45,34
'00727B,國泰1-5Y高收債,41.52,41.52,41.44,41.51,7
'00728,第一金工業30,19.25,19.25,19,19.2,833
'00729R,第一金工業30反1,19.7,19.84,19.7,19.8,524
'00730,富邦臺灣優質高息,19.75,19.75,19.66,19.7,156
'00731,FH富時高息低波,50.65,50.65,50.4,50.4,3
'00732,國泰RMB短期報酬,40,40,39.99,39.99,6
'00733,富邦臺灣中小,20.45,20.6,20.38,20.5,2556
'00734B,台新JPM新興債,20.04,20.15,20.02,20.08,1208
'008201,BP上證50,99.1,99.1,97.7,98.65,254
'01001T,土銀富邦R1,13.56,13.56,13.53,13.55,140
'01002T,土銀國泰R1,13.6,13.62,13.59,13.62,89
'01003T,兆豐新光R1,14.63,14.65,14.62,14.62,146
'01004T,土銀富邦R2,12.48,13.32,12.43,12.56,143
'01007T,兆豐國泰R2,14.4,14.41,14.4,14.41,49
'03001X,元展01,76.5,76.5,76.5,76.5,3
'03003X,元展03,98,98,98,98,0
'03004X,元展04,12.8,12.8,12.8,12.8,0
'03005X,元展05,18.9,18.9,18.4,18.5,31
'03006X,元展06,33.5,33.5,33.4,33.4,10
'03007X,元展07,18.6,18.6,18.3,18.3,7
'03009X,元展09,32,32,32,32,0
'03010X,元展10,43,43,43,43,3
'03012X,元展12,16.7,16.7,16.5,16.5,4
'03013X,元展13,9.4,9.4,9.4,9.4,60
'03014X,元展14,17.9,17.9,17.9,17.9,0
'03015X,元展15,18.6,18.6,18.6,18.6,16
'03016X,元展16,3.76,3.76,3.76,3.76,2
'03017X,元展17,2.72,2.72,2.7,2.7,1200
'03018X,元展18,3.81,3.81,3.81,3.81,0
'03019X,元展19,4,4,4,4,0
'03020X,元展20,3.33,3.33,3.33,3.33,5
'03021X,元展21,17.2,17.2,17.2,17.2,0
'03022X,富展01,22,22,22,22,1
'03023X,富展02,18.2,18.2,18.2,18.2,0
'03024X,富展03,56.5,56.5,56.5,56.5,0
'03025X,元展22,25.9,25.9,25.9,25.9,0
'03026X,元展23,5.2,5.2,5.1,5.1,24
'03027X,元展24,9.3,9.3,9.15,9.15,5
'03028X,元展25,32.1,32.2,32.1,32.2,4
'03029X,元展26,16.4,16.4,16.4,16.4,0
'03032X,元展29,4.61,4.61,4.61,4.61,0
'03033X,元展30,12.4,12.4,12.4,12.4,1
'03035X,元展32,8,8,7.7,7.75,23
'03038X,元展35,8.25,8.25,8.25,8.25,0
'03039X,元展36,6.25,6.25,6.25,6.25,0
'03040X,元展37,8.6,8.6,8.6,8.6,0
'03044X,元展41,9.15,9.15,9.15,9.15,0
'03046X,元展43,4.2,4.2,4.2,4.2,0
'03047X,元展44,13.5,13.5,13.2,13.2,4
'03049X,元展46,3.65,3.65,3.65,3.65,0
'03050X,元展47,2.5,2.5,2.5,2.5,24
'03051X,元展48,17.1,17.1,17.1,17.1,3
'03052X,元展49,21.3,21.3,21.3,21.3,1
'03053X,元展50,7.4,7.4,7.4,7.4,0
'03054X,元展51,13.1,13.1,13.1,13.1,0
'03055X,元展52,13.9,13.9,13.9,13.9,0
'03058X,元展53,43.1,43.1,43,43,4
'03059X,元展54,14.9,14.9,14.9,14.9,0
'03060X,元展55,18.7,18.8,18.7,18.8,9
'03061X,元展56,34.5,34.5,34.5,34.5,0
'03063X,元展58,42.9,42.9,41.8,41.8,15
'03064X,元展59,8.2,8.2,8.2,8.2,1
'03065X,元展60,32.3,32.3,32.3,32.3,7
'03066X,元展61,9.1,9.1,9.1,9.1,0
'03068X,元展63,98.5,98.5,98.5,98.5,0
'03069X,元展64,11.1,11.1,11.1,11.1,0
'03071X,元展66,23.3,23.3,23.3,23.3,0
'03072X,元展67,4.7,4.7,4.7,4.7,1
'03073X,元展68,48,48,48,48,0
'03074X,元展69,9.55,9.55,9.55,9.55,6
'03075X,元展70,9.1,9.1,9.1,9.1,0
'03076X,元展71,20.4,20.4,20.4,20.4,0
'03077X,元展72,10.8,10.8,10.8,10.8,1
'03078X,元展73,23,23,23,23,0
'03080X,元展75,24.9,25,24.8,25,6
'03081X,元展76,14.1,14.1,14.1,14.1,6
'03082X,富展04,10.5,10.5,10.5,10.5,0
'03083X,元展77,34.6,34.6,34.6,34.6,3
'03085X,元展79,10.1,10.1,10.1,10.1,0
'03086X,元展80,4.02,4.02,3.91,3.93,610
'03087X,元展81,28.9,28.9,28.9,28.9,2
'03088X,元展82,19.8,19.8,19.8,19.8,0
'03089X,元展83,12.4,12.4,11.9,11.9,19
'03090X,元展84,12.5,12.5,12.5,12.5,0
'03091X,元展85,14.6,14.6,14.6,14.6,0
'03092X,元展86,16,16,16,16,3
'03093X,永豐金元大61展01,7.85,7.85,7.85,7.85,0
'03094X,大立光元大68展08,19,19.5,19,19.1,56
'03095X,佳世達元大6B展02,15.2,15.2,15.2,15.2,0
'03336B,臺股指元大76熊04,1.18,1.23,1.17,1.21,291
'03337B,臺股指元富79熊02,1.69,1.76,1.69,1.74,920
'03338B,臺股指元富76熊06,2.29,2.44,2.29,2.35,411
'03339B,臺股指元富76熊07,1.16,1.21,1.16,1.19,613
'03340B,臺股指元大76熊20,1.2,1.27,1.2,1.24,349
'03341B,臺股指元大79熊03,1.85,1.92,1.85,1.91,1134
'03342B,臺股指兆豐78熊07,2.01,2.01,2.01,2.01,0
'03343B,臺股指元大7A熊01,2.43,2.48,2.43,2.48,35
'03344B,金融類元大76熊03,1.73,1.81,1.73,1.81,6
'03345B,金融類元大79熊03,2.62,2.69,2.61,2.69,16
'03346B,臺股指元大7B熊01,2.64,2.7,2.64,2.69,262
'03347B,臺股指元大79熊04,1.65,1.71,1.65,1.71,471
'03348B,臺股指元大79熊26,2.26,2.27,2.26,2.26,120
'03349B,臺股指元大79熊27,4.6,4.6,4.6,4.6,1
'03350B,臺股指元大7C熊01,2.48,2.54,2.48,2.54,35
'03351B,金融類元大7C熊01,2.68,2.68,2.68,2.68,9
'03352B,臺股指凱基79熊12,1.75,1.76,1.74,1.76,260
'03353B,臺股指元大7A熊10,3.68,3.75,3.68,3.75,250
'03354B,臺股指元大81熊01,2.06,2.13,2.06,2.13,55
'03498C,臺股指元大76牛01,2.05,2.05,2.03,2.03,10
'03500C,臺股指元大76牛02,4.61,4.61,4.61,4.61,0
'03508C,玉山金元富77牛01,14.1,14.1,14.1,14.1,0
'03521C,臺股指元大76牛03,3.59,3.59,3.59,3.59,0
'03526C,滬深2X元富77牛01,2.32,2.32,1.99,2.22,5728
'03534C,臺股指元大76牛05,1.73,1.73,1.7,1.7,2
'03536C,臺股指元富79牛01,1.52,1.52,1.41,1.43,818
'03538C,臺股指元富76牛05,1.94,1.94,1.94,1.94,0
'03539C,T50反1元富81牛01,2.14,2.14,2.14,2.14,0
'03540C,臺股指兆豐78牛06,1.17,1.17,1.17,1.17,0
'03542C,臺股指元大76牛21,1.99,1.99,1.99,1.99,0
'03543C,臺股指元大83牛01,1.91,1.91,1.85,1.87,279
'03544C,臺股指元大84牛01,1.8,1.81,1.75,1.76,768
'03545C,滬深2X元富84牛01,3.8,3.8,3.61,3.78,795
'03546C,金融類元大84牛01,2.81,2.81,2.71,2.71,16
'03547C,上証2X元富81牛01,4.1,4.15,4.02,4.11,100
'03548C,臺股指凱基81牛01,1.77,1.77,1.77,1.77,0
'03549C,南亞元富7B牛01,42.9,42.9,42.9,42.9,0
'03917P,大立光群益76售03,0.13,0.13,0.13,0.13,0
'03965P,大立光群益76售05,0.01,0.01,0.01,0.01,0
'03978P,大立光元大76售02,0.07,0.07,0.06,0.07,1365
'03979P,大立光元大76售04,1.12,1.14,1.12,1.14,212
'03985P,大立光群益76售06,2.54,2.54,2.54,2.54,0
'03986P,大立光群益76售07,3.7,3.7,3.7,3.7,0
'03995P,大立光永豐76售01,0.16,0.16,0.16,0.16,0
'03996P,大立光永豐76售02,0.67,0.67,0.67,0.67,0
'04007P,大立光元大76售01,0.01,0.01,0.01,0.01,0
'04008P,大立光元大76售03,0.45,0.45,0.45,0.45,1
'04009P,大立光元大76售05,1.29,1.29,1.29,1.29,0
'04028P,大立光凱基76售04,2.04,2.04,2.04,2.04,0
'04029P,大立光凱基76售05,0.96,0.96,0.96,0.96,0
'04030P,大立光凱基76售08,0.15,0.15,0.15,0.15,0
'04031P,大立光凱基76售09,0.05,0.05,0.05,0.05,0
'04036P,大立光中信76售02,0.04,0.04,0.04,0.04,0
'04046P,大立光兆豐76售03,1.55,1.55,1.55,1.55,0
'04047P,大立光兆豐76售04,1.82,1.82,1.82,1.82,0
'04051P,大立光元大76售11,3.23,3.23,3.23,3.23,0
'04060P,大立光群益76售10,0.42,0.42,0.42,0.42,0
'04061P,大立光群益76售11,0.42,0.42,0.42,0.42,2
'04062P,大立光群益76售12,1.62,1.62,1.62,1.62,0
'04063P,大立光群益76售13,2.22,2.22,2.22,2.22,0
'04064P,大立光群益77售05,0.29,0.32,0.29,0.32,160
'04065P,大立光群益77售06,1.51,1.51,1.51,1.51,0
'04066P,大立光群益77售07,1.88,1.88,1.88,1.88,0
'04144P,鴻海永昌77售03,4.19,4.19,4.19,4.19,0
'04682P,大同中信76售01,0.01,0.01,0.01,0.01,0
'04849P,上証反凱基79售01,0.5,0.5,0.5,0.5,2
'04904P,長榮航凱基76售01,0.21,0.21,0.21,0.21,0
'05041P,臺股指元大79售01,0.24,0.24,0.24,0.24,332
'05042P,金融類元大79售01,0.1,0.1,0.1,0.1,0
'05117P,中壽富邦76售02,0.1,0.1,0.1,0.1,0
'05123P,創意元富76售01,0.01,0.01,0.01,0.01,150
'05124P,矽力元富76售02,0.07,0.07,0.07,0.07,0
'05182P,瑞昱元大76售02,0.06,0.06,0.06,0.06,0
'05235P,鴻海兆豐76售02,1.94,1.94,1.94,1.94,0
'05278P,華邦電中信76售01,0.09,0.09,0.09,0.09,0
'05334P,華邦電中信76售02,1.07,1.22,1.06,1.21,231
'05343P,晶豪科元大76售01,0.39,0.41,0.39,0.4,1031
'05402P,臺股指統一76售01,0.06,0.06,0.06,0.06,0
'05403P,臺股指統一76售02,0.05,0.05,0.05,0.05,0
'05404P,華邦電群益76售01,2.95,2.95,2.95,2.95,20
'05407P,今國光群益76售01,1.82,1.82,1.82,1.82,0
'05411P,今國光國泰76售01,0.9,0.9,0.9,0.9,0
'05422P,台積電永昌76售02,1.72,1.72,1.72,1.72,0
'05504P,大立光國泰77售02,2.18,2.18,2.18,2.18,22
'05505P,大立光國泰7A售02,3.58,3.63,3.58,3.63,60
'05506P,康控國泰76售02,0.38,0.4,0.37,0.4,53
'05507P,大立光富邦76售04,2.29,2.29,2.29,2.29,0
'05508P,大立光富邦76售05,1.76,1.76,1.76,1.76,0
'05509P,大立光富邦78售04,3.65,3.65,3.65,3.65,1
'05510P,大立光富邦78售05,2.16,2.17,2.14,2.14,30
'05549P,鎧勝群益76售01,1.72,1.72,1.72,1.72,30
'05556P,儒鴻富邦76售02,0.01,0.01,0.01,0.01,0
'05557P,晶豪科富邦76售01,0.32,0.32,0.32,0.32,0
'05558P,台積電兆豐76售01,0.01,0.01,0.01,0.01,0
'05559P,台積電兆豐77售02,0.91,0.91,0.91,0.91,4
'05562P,晶電中信77售02,0.55,0.55,0.55,0.55,0
'05563P,聯發科台新77售02,0.74,0.74,0.74,0.74,0
'05566P,可成群益76售01,0.01,0.01,0.01,0.01,0
'05568P,祥碩群益76售02,0.01,0.01,0.01,0.01,0
'05569P,鴻海元大76售01,2.22,2.22,2.22,2.22,0
'05577P,美律國泰76售02,2.6,2.6,2.6,2.6,0
'05578P,可成國泰76售02,0.02,0.02,0.02,0.02,0
'05586P,台光電群益76售01,2.1,2.1,2.1,2.1,0
'05594P,華通國泰76售02,0.47,0.47,0.47,0.47,0
'05597P,華通富邦76售01,0.36,0.36,0.36,0.36,0
'05599P,義隆富邦76售01,0.14,0.14,0.14,0.14,0
'05600P,大立光富邦76售06,2.81,2.81,2.81,2.81,0
'05601P,華擎群益76售01,0.15,0.15,0.13,0.13,179
'05624P,晶電群益76售03,1.2,1.2,1.2,1.2,0
'05625P,奇力新群益76售01,0.02,0.02,0.02,0.02,0
'05626P,奇美材群益76售01,1.75,1.75,1.75,1.75,0
'05627P,華東群益76售01,0.33,0.33,0.33,0.33,0
'05635P,宏達電台新77售01,0.69,0.69,0.69,0.69,0
'05648P,GIS兆豐77售01,1.17,1.17,1.17,1.17,0
'05649P,華邦電台新76售01,1.21,1.21,1.21,1.21,0
'05651P,晶電中信77售03,1.47,1.47,1.47,1.47,0
'05659P,美律富邦76售02,1.83,1.83,1.83,1.83,0
'05660P,力成富邦76售02,0.34,0.34,0.34,0.34,0
'05661P,訊芯群益76售01,0.04,0.04,0.04,0.04,0
'05662P,鴻海兆豐76售03,0.21,0.21,0.14,0.14,20
'05663P,華邦電兆豐76售02,1.04,1.04,1.03,1.03,19
'05664P,儒鴻元大76售01,0.03,0.03,0.03,0.03,0
'05676P,晶電富邦77售02,2.5,2.5,2.5,2.5,0
'05683P,友達元大76售01,0.14,0.14,0.14,0.14,600
'05688P,群創永昌76售01,0.78,0.78,0.78,0.78,50
'05689P,華通國泰76售03,1.78,1.78,1.78,1.78,0
'05690P,華通國泰78售02,1.44,1.52,1.43,1.52,304
'05695P,聯鈞日盛76售01,0.25,0.25,0.25,0.25,0
'05697P,儒鴻群益76售01,0.05,0.05,0.05,0.05,0
'05698P,華邦電群益76售02,2.28,2.28,2.28,2.28,0
'05701P,大立光中信78售01,2.86,2.86,2.86,2.86,0
'05702P,大立光中信79售02,5.65,5.65,5.65,5.65,0
'05704P,大立光統一76售03,1.55,1.55,1.55,1.55,0
'05710P,GIS元大76售01,0.7,0.72,0.68,0.71,649
'05714P,GIS國泰76售01,0.89,0.89,0.89,0.89,0
'05715P,GIS國泰76售03,0.72,0.72,0.72,0.72,0
'05716P,大立光富邦76售08,3.01,3.01,3.01,3.01,0
'05721P,聯發科元大76售01,0.08,0.08,0.08,0.08,0
'05729P,美律富邦77售01,1.33,1.33,1.33,1.33,0
'05774P,鴻海台新78售02,1.52,1.52,1.51,1.51,41
'05790P,華通中信77售01,1.34,1.34,1.34,1.34,10
'05792P,臺股指統一76售03,0.05,0.05,0.05,0.05,15
'05793P,臺股指統一76售04,0.05,0.07,0.05,0.07,15
'05794P,臺股指統一76售05,0.15,0.15,0.15,0.15,0
'05801P,京鼎國泰76售02,0.63,0.63,0.63,0.63,0
'05809P,上銀群益76售06,0.01,0.01,0.01,0.01,0
'05813P,鴻海元大78售01,1.26,1.26,1.26,1.26,0
'05827P,上証2X富邦76售02,2.66,2.66,2.66,2.66,0
'05828P,滬深2X富邦76售02,2.67,2.67,2.67,2.67,0
'05829P,鴻海富邦76售02,2.24,2.24,2.24,2.24,0
'05830P,宏碁富邦76售03,0.12,0.12,0.12,0.12,0
'05831P,宏達電富邦76售01,0.37,0.37,0.37,0.37,25
'05832P,群創元富76售01,1.04,1.04,1.04,1.04,0
'05870P,可成兆豐76售02,0.49,0.49,0.44,0.44,500
'05871P,聯發科富邦76售04,0.98,0.98,0.98,0.98,0
'05876P,T50反1元大79售01,0.72,0.72,0.69,0.7,129
'05888P,GIS中信76售02,0.54,0.54,0.54,0.54,100
'05889P,台積電統一78售02,4.44,4.71,4.44,4.64,175
'05898P,聯發科中信77售01,0.49,0.49,0.49,0.49,0
'05905P,嘉聯益國泰77售01,0.02,0.02,0.02,0.02,1
'05906P,儒鴻富邦77售02,0.07,0.07,0.07,0.07,0
'05910P,上銀群益77售01,0.01,0.01,0.01,0.01,0
'05911P,華新科群益76售01,0.01,0.01,0.01,0.01,0
'05912P,明泰群益76售01,0.5,0.5,0.5,0.5,0
'05913P,創意群益77售01,0.43,0.45,0.43,0.44,71
'05914P,大立光中信77售03,3.22,3.22,3.22,3.22,0
'05915P,華邦電永豐76售01,1.08,1.08,1.08,1.08,0
'05916P,大立光永豐76售05,1.14,1.14,1.14,1.14,0
'05917P,華邦電元富76售01,1.79,1.79,1.79,1.79,0
'05918P,可成元富76售01,0.17,0.17,0.17,0.17,0
'05919P,上銀統一77售03,0.01,0.01,0.01,0.01,0
'05920P,大立光玉山78售01,0.31,0.31,0.31,0.31,0
'05921P,旺宏國泰76售03,0.06,0.06,0.06,0.06,0
'05922P,大立光富邦79售01,2.12,2.12,2.04,2.04,126
'05923P,全新元大76售02,0.02,0.02,0.02,0.02,0
'05924P,滬深2X群益76售01,3.98,4.03,3.98,4.03,100
'05925P,華通群益76售01,1.5,1.5,1.5,1.5,0
'05926P,TPK群益77售01,0.94,0.94,0.94,0.94,0
'05927P,儒鴻兆豐76售02,0.01,0.01,0.01,0.01,0
'05928P,台積電兆豐78售02,0.42,0.5,0.42,0.43,115
'05929P,GIS兆豐78售01,1.49,1.51,1.47,1.48,613
'05930P,鴻海兆豐77售04,2.01,2.01,1.98,1.98,560
'05931P,美律兆豐76售02,1.86,1.86,1.86,1.86,0
'05932P,可成兆豐78售01,0.14,0.14,0.14,0.14,0
'05933P,華新科元大76售01,0.01,0.01,0.01,0.01,0
'05934P,華晶科元大76售01,0.03,0.03,0.03,0.03,0
'05935P,台積電永昌77售03,1.3,1.3,1.3,1.3,0
'059368,台積電統一78購01,2.67,2.67,2.62,2.66,104
'05936P,旺宏中信78售01,0.34,0.34,0.34,0.34,0
'05937P,聯發科中信77售02,0.01,0.01,0.01,0.01,60
'05938P,南亞科統一76售01,0.01,0.01,0.01,0.01,0
'05939P,鴻海群益76售04,2.27,2.27,2.27,2.27,0
'05940P,旺宏群益76售04,0.04,0.04,0.04,0.04,0
'05941P,旺宏群益76售05,0.19,0.19,0.14,0.14,60
'05942P,光磊群益76售01,0.05,0.05,0.05,0.05,0
'05943P,美律群益76售02,2.52,2.52,2.52,2.52,0
'05944P,宏碁統一76售01,0.01,0.01,0.01,0.01,600
'05945P,敦南康和76售01,0.1,0.1,0.1,0.1,0
'05946P,鴻海永豐76售01,0.15,0.15,0.15,0.15,0
'05947P,鴻海元大77售01,1.52,1.52,1.43,1.43,425
'05948P,台積電元大76售01,0.19,0.19,0.19,0.19,0
'05949P,南亞科元大76售01,0.01,0.01,0.01,0.01,0
'05950P,旺宏國票76售01,0.02,0.02,0.02,0.02,0
'05951P,鴻準凱基76售01,0.57,0.57,0.57,0.57,0
'05952P,鴻海富邦76售04,0.99,0.99,0.99,0.99,0
'05953P,聯發科富邦77售02,0.58,0.59,0.58,0.59,25
'05954P,旺宏群益76售06,0.03,0.03,0.03,0.03,0
'05955P,上銀兆豐77售01,0.04,0.04,0.04,0.04,491
'05956P,鴻海凱基76售03,1.15,1.15,1.15,1.15,0
'05957P,鴻海凱基76售04,0.74,0.74,0.74,0.74,0
'05958P,美律凱基76售02,0.85,0.85,0.85,0.85,30
'05959P,T50正2日盛7A售01,0.35,0.36,0.34,0.36,325
'05960P,上銀元富76售01,0.01,0.01,0.01,0.01,0
'05961P,GIS元富76售02,1.02,1.02,1.02,1.02,0
'05962P,全新統一76售01,0.08,0.08,0.08,0.08,0
'05963P,儒鴻中信76售02,0.02,0.02,0.02,0.02,0
'05964P,鴻海中信76售02,0.59,0.59,0.59,0.59,0
'05965P,台積電富邦76售02,0.11,0.11,0.11,0.11,0
'05966P,可成元大76售01,0.02,0.02,0.02,0.02,0
'05967P,景碩元大76售02,0.1,0.1,0.1,0.1,38
'05968P,台郡元大76售02,0.85,0.85,0.85,0.85,0
'05969P,台積電第一79售01,0.76,0.76,0.76,0.76,0
'05970P,台郡國票76售01,0.79,0.79,0.79,0.79,0
'05971P,國喬元富76售02,0.02,0.02,0.02,0.02,0
'05972P,華通國泰77售06,0.95,1.02,0.95,1.01,144
'05973P,創意國泰77售01,0.49,0.5,0.47,0.5,57
'05974P,大同群益76售01,0.01,0.01,0.01,0.01,0
'05975P,聯發科中信76售03,0.02,0.02,0.02,0.02,0
'05976P,中石化元大76售03,0.98,0.98,0.98,0.98,1
'05977P,台光電元大76售01,0.23,0.23,0.23,0.23,0
'05978P,嘉澤元大76售01,0.04,0.04,0.04,0.04,0
'05979P,新唐元大76售01,0.02,0.02,0.02,0.02,0
'05980P,台光電凱基76售02,0.9,0.9,0.9,0.9,0
'05981P,凌陽凱基76售02,0.36,0.36,0.36,0.36,0
'05982P,欣興凱基76售02,0.1,0.1,0.1,0.1,0
