@RELATION arff_FeatureSelection
@ATTRIBUTE 16_feature NUMERIC
@ATTRIBUTE 59_feature NUMERIC
@ATTRIBUTE 66_feature NUMERIC
@ATTRIBUTE 83_feature NUMERIC
@ATTRIBUTE 108_feature NUMERIC
@ATTRIBUTE 121_feature NUMERIC
@ATTRIBUTE 148_feature NUMERIC
@ATTRIBUTE 184_feature NUMERIC
@ATTRIBUTE 202_feature NUMERIC
@ATTRIBUTE 236_feature NUMERIC
@ATTRIBUTE 245_feature NUMERIC
@ATTRIBUTE 338_feature NUMERIC
@ATTRIBUTE 383_feature NUMERIC
@ATTRIBUTE 428_feature NUMERIC
@ATTRIBUTE 445_feature NUMERIC
@ATTRIBUTE 460_feature NUMERIC
@ATTRIBUTE 467_feature NUMERIC
@ATTRIBUTE 476_feature NUMERIC
@ATTRIBUTE 499_feature NUMERIC
@ATTRIBUTE 502_feature NUMERIC
@ATTRIBUTE 507_feature NUMERIC
@ATTRIBUTE 552_feature NUMERIC
@ATTRIBUTE 583_feature NUMERIC
@ATTRIBUTE 633_feature NUMERIC
@ATTRIBUTE 634_feature NUMERIC
@ATTRIBUTE 637_feature NUMERIC
@ATTRIBUTE 643_feature NUMERIC
@ATTRIBUTE 655_feature NUMERIC
@ATTRIBUTE 676_feature NUMERIC
@ATTRIBUTE 722_feature NUMERIC
@ATTRIBUTE 727_feature NUMERIC
@ATTRIBUTE 742_feature NUMERIC
@ATTRIBUTE 809_feature NUMERIC
@ATTRIBUTE 857_feature NUMERIC
@ATTRIBUTE 864_feature NUMERIC
@ATTRIBUTE 871_feature NUMERIC
@ATTRIBUTE 896_feature NUMERIC
@ATTRIBUTE 905_feature NUMERIC
@ATTRIBUTE 1078_feature NUMERIC
@ATTRIBUTE 1182_feature NUMERIC
@ATTRIBUTE 1352_feature NUMERIC
@ATTRIBUTE 1569_feature NUMERIC
@ATTRIBUTE 1572_feature NUMERIC
@ATTRIBUTE 1835_feature NUMERIC
@ATTRIBUTE 1921_feature NUMERIC
@ATTRIBUTE 2173_feature NUMERIC
@ATTRIBUTE 2204_feature NUMERIC
@ATTRIBUTE 2216_feature NUMERIC
@ATTRIBUTE 2217_feature NUMERIC
@ATTRIBUTE 2219_feature NUMERIC
@ATTRIBUTE 2220_feature NUMERIC
@ATTRIBUTE 2221_feature NUMERIC
@ATTRIBUTE 2261_feature NUMERIC
@ATTRIBUTE 2270_feature NUMERIC
@ATTRIBUTE 2274_feature NUMERIC
@ATTRIBUTE 2304_feature NUMERIC
@ATTRIBUTE 2305_feature NUMERIC
@ATTRIBUTE 2306_feature NUMERIC
@ATTRIBUTE class	{positive,negative}
@DATA
0.0,0.0,0.0,0.050650344719866305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07536555905270752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,negative
0.0,0.0,0.0,0.0,0.0,0.0,0.11847019313038681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0879226294397664,0.07794121275953148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive
0.0,0.0,0.0,0.026009636477769188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04416191594211392,0.054597666534649605,0.0458044524898072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046685453995949006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0845167701650801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive
0.0,0.0,0.0,0.028584848010221584,0.0,0.0,0.0,0.0,0.0,0.0,0.045686045516067954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04167153949519505,0.0,0.0,0.0,0.0,0.0,0.10067909359145741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08261224742316017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11535726492807159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07564410814955515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020238116654047646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01972152439239684,0.0,0.0,0.0,0.02082378065678678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01972152439239684,0.04047623330809529,0.04299976025942671,0.02229953608056403,0.02229953608056403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028135918275139414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027417729033332196,0.05627183655027883,0.05978015450700787,0.03100179406322317,0.03100179406322317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09130426903360359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11654501894896359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1774727152739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,negative
0.0,0.0,0.0,0.0,0.0,0.08169048784506079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10592279638267915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive
