代號,名稱,開盤,最高,最低,收盤,成交量
'072215,訊芯群益78購02,0.77,0.77,0.67,0.67,8
'072216,南茂群益77購01,0.05,0.05,0.05,0.05,0
'072217,華夏國票77購01,0.12,0.12,0.12,0.12,0
'072218,敦南國票77購01,0.33,0.33,0.28,0.28,35
'072219,寶滬深康和77購01,0.13,0.13,0.13,0.13,0
'07221P,華通麥證7A售02,0.42,0.43,0.42,0.43,267
'072220,深中小康和77購01,0.13,0.13,0.13,0.13,0
'072221,微星元富77購03,2.53,2.53,2.53,2.53,3
'072222,可成元富77購01,1.05,1.12,1.03,1.12,128
'072223,南亞統一78購01,0.4,0.43,0.4,0.4,637
'072224,台積電統一78購04,0.24,0.24,0.23,0.23,295
'072225,大同統一77購04,0.13,0.13,0.13,0.13,60
'072226,技嘉統一77購02,0.77,0.77,0.7,0.72,300
'072227,大同中信77購01,0.42,0.42,0.42,0.42,0
'072228,友達中信79購01,0.74,0.74,0.71,0.71,7
'072229,景碩中信78購01,1.19,1.36,1.19,1.27,191
'07222P,華邦電麥證7A售03,0.48,0.48,0.47,0.47,404
'072230,TPK中信7C購01,0.25,0.25,0.25,0.25,20
'072231,大同台新78購01,0.38,0.38,0.38,0.38,0
'072232,台光電台新78購02,0.12,0.12,0.12,0.12,0
'072233,聯發科台新78購02,0.77,0.77,0.77,0.77,0
'072234,冠德台新78購01,0.22,0.25,0.22,0.23,55
'072235,貿聯台新78購01,0.12,0.12,0.12,0.12,0
'072236,臻鼎台新78購02,0.26,0.26,0.26,0.26,220
'072237,光磊永豐77購01,0.44,0.59,0.39,0.47,1466
'072238,大同永豐77購03,0.08,0.08,0.08,0.08,0
'072239,友達永豐77購01,0.16,0.16,0.16,0.16,21
'07223P,台光電麥證7A售01,0.75,0.75,0.75,0.75,0
'072240,美律永豐77購02,0.03,0.03,0.03,0.03,0
'072241,盟立永豐77購03,0.02,0.02,0.02,0.02,0
'072242,亞光永豐77購01,0.11,0.11,0.11,0.11,0
'072243,群創永豐77購01,0.05,0.05,0.05,0.05,0
'072244,GIS永豐77購01,0.36,0.37,0.35,0.35,428
'072245,台灣50元大78購01,0.82,0.82,0.78,0.78,738
'072246,仁寶元大77購01,0.2,0.22,0.2,0.22,113
'072247,奇力新元大77購05,4.53,4.53,4.2,4.2,55
'072248,長榮元大78購01,0.15,0.15,0.14,0.14,100
'072249,富邦金元大77購01,0.23,0.25,0.23,0.24,501
'07224P,南亞科麥證7A售03,0.39,0.42,0.39,0.42,98
'072250,上緯控元大77購02,0.87,0.88,0.83,0.86,176
'072251,鎧勝元大77購01,0.07,0.07,0.07,0.07,0
'072252,中租元大77購01,1.09,1.13,1.09,1.13,246
'072253,樺漢元大77購02,0.54,0.54,0.54,0.54,34
'072254,GIS元大78購03,0.98,0.99,0.92,0.94,1813
'072255,台虹元大77購03,0.1,0.1,0.1,0.1,0
'072256,技嘉凱基77購03,0.42,0.45,0.32,0.32,110
'072257,技嘉凱基77購04,0.67,0.72,0.54,0.55,725
'072258,全新凱基77購02,0.52,0.55,0.49,0.5,428
'072259,統一兆豐77購01,1.12,1.17,1.12,1.13,60
'07225P,南亞科麥證7B售01,0.41,0.41,0.41,0.41,0
'072260,台苯兆豐77購01,0.48,0.5,0.45,0.48,288
'072261,葡萄王兆豐78購01,0.89,0.89,0.89,0.89,10
'072262,中橡兆豐77購01,0.16,0.16,0.16,0.16,0
'072263,鴻海兆豐79購02,0.46,0.47,0.43,0.47,125
'072264,華邦電兆豐78購02,0.2,0.2,0.2,0.2,0
'072265,智邦兆豐78購01,0.22,0.22,0.22,0.22,0
'072266,大同兆豐78購01,0.5,0.5,0.5,0.5,0
'072267,聯發科兆豐77購04,0.54,0.54,0.54,0.54,0
'072268,長榮兆豐77購02,0.03,0.03,0.03,0.03,0
'072269,長榮兆豐78購01,0.17,0.17,0.17,0.17,0
'07226P,宏達電麥證7A售02,0.7,0.7,0.69,0.69,25
'072270,長榮航兆豐77購01,0.3,0.3,0.3,0.3,0
'072271,富邦金兆豐78購01,0.34,0.34,0.34,0.34,103
'072272,亞光兆豐78購01,0.4,0.47,0.4,0.45,230
'072273,台勝科兆豐77購03,2.42,2.42,2.42,2.42,0
'072274,中租兆豐77購02,1.98,1.98,1.98,1.98,1
'072275,達運兆豐77購01,0.04,0.04,0.04,0.04,0
'072276,鴻海麥證77購01,0.15,0.18,0.15,0.17,140
'072277,臺股指麥證78購01,0.75,0.77,0.7,0.7,622
'072278,英業達國泰77購01,0.7,0.74,0.66,0.73,557
'072279,技嘉國泰77購02,1.82,2.03,1.55,1.57,235
'07227P,宏達電麥證7B售01,0.6,0.6,0.6,0.6,43
'072280,台光電國泰77購01,0.02,0.02,0.02,0.02,0
'072281,亞光國泰77購01,0.45,0.59,0.45,0.59,90
'072282,訊芯國泰79購01,1.29,1.33,1.16,1.16,195
'072283,玉晶光富邦7B購01,2.96,3.14,2.86,3.14,325
'072284,友達統一78購01,0.61,0.61,0.57,0.57,1037
'072285,奇力新統一77購01,2.95,2.95,2.61,2.61,50
'072286,緯創統一79購01,0.39,0.39,0.37,0.37,1654
'072287,強茂康和77購02,3.41,3.41,3.41,3.41,0
'072288,晶豪科康和77購01,0.21,0.21,0.21,0.21,20
'072289,禾伸堂康和77購01,3.41,3.41,3.41,3.41,0
'07228P,潤泰全麥證7A售02,0.42,0.42,0.42,0.42,0
'072290,創意康和77購02,0.3,0.41,0.3,0.41,482
'072291,元上證群益77購01,0.01,0.01,0.01,0.01,297
'072292,T50反1群益77購02,0.49,0.51,0.49,0.51,32
'072293,深100群益78購01,0.07,0.08,0.07,0.08,70
'072294,東聯群益77購03,0.81,0.85,0.81,0.85,100
'072295,鴻海群益77購02,0.06,0.06,0.06,0.06,0
'072296,台光電群益77購01,0.03,0.03,0.03,0.03,0
'072297,義隆群益77購01,0.81,0.85,0.77,0.77,333
'072298,長榮群益77購04,0.02,0.02,0.02,0.02,0
'072299,富邦金群益77購02,0.06,0.06,0.06,0.06,0
'07229P,潤泰全麥證7B售02,0.43,0.43,0.43,0.43,330
'072300,京鼎群益77購02,0.33,0.33,0.33,0.33,199
'072301,臻鼎群益77購02,0.51,0.56,0.51,0.56,670
'072302,台肥日盛77購01,0.66,0.66,0.66,0.66,175
'072303,禾伸堂日盛77購02,6.5,6.5,6.5,6.5,0
'072304,宏達電永昌78購01,0.44,0.44,0.44,0.44,0
'072305,華新科中信77購01,20.9,20.9,20.9,20.9,0
'072306,中信金台新78購02,0.32,0.32,0.32,0.32,0
'072307,緯創台新78購01,0.4,0.4,0.4,0.4,200
'072308,群創台新78購01,0.17,0.17,0.17,0.17,0
'072309,台光電永豐77購01,0.03,0.03,0.03,0.03,0
'07230P,貿聯麥證7A售03,0.62,0.62,0.62,0.62,1
'072310,晶電永豐77購02,0.04,0.04,0.04,0.04,0
'072311,強茂永豐77購01,3.53,3.53,3.53,3.53,10
'072312,禾伸堂永豐77購03,2.51,2.51,2.51,2.51,0
'072313,台郡永豐77購01,0.03,0.03,0.03,0.03,0
'072314,力麗元大77購03,0.13,0.13,0.13,0.13,0
'072315,鴻海元大77購05,0.1,0.1,0.1,0.1,20
'072316,宏碁元大77購04,0.3,0.34,0.3,0.32,91
'072317,盟立元大77購02,0.13,0.13,0.13,0.13,0
'072318,禾伸堂元大77購05,3.57,3.57,3.57,3.57,0
'072319,緯創元大77購01,0.25,0.25,0.23,0.23,145
'07231P,彩晶麥證7A售03,0.58,0.58,0.58,0.58,36
'072320,和碩元大77購01,0.04,0.04,0.04,0.04,0
'072321,臻鼎元大77購02,0.42,0.43,0.4,0.43,105
'072322,彩晶元大77購01,0.25,0.25,0.25,0.25,0
'072323,矽格元大77購03,0.72,0.76,0.71,0.71,147
'072324,台積電玉山77購03,0.01,0.01,0.01,0.01,40
'072325,友達玉山77購01,0.12,0.12,0.09,0.1,1230
'072326,群創玉山77購01,0.02,0.02,0.02,0.02,0
'072327,台勝科玉山79購01,1.52,1.52,1.52,1.52,3
'072328,中纖凱基77購01,0.24,0.24,0.24,0.24,0
'072329,鴻海凱基77購01,0.92,0.95,0.9,0.94,119
'07232P,樺漢麥證7A售03,0.62,0.62,0.62,0.62,0
'072330,鴻海凱基77購02,0.46,0.48,0.46,0.48,68
'072331,鴻海凱基77購03,0.16,0.16,0.16,0.16,10
'072332,鴻海凱基77購04,0.09,0.09,0.09,0.09,0
'072333,鴻海凱基77購05,0.1,0.1,0.1,0.1,0
'072334,華新科凱基77購04,26.5,26.5,26.5,26.5,0
'072335,致伸凱基77購04,0.1,0.1,0.1,0.1,0
'072336,臻鼎凱基77購01,0.76,0.76,0.68,0.73,554
'072337,臻鼎凱基77購02,0.3,0.31,0.3,0.31,13
'072338,臻鼎凱基78購01,0.38,0.38,0.38,0.38,0
'072339,敦南凱基77購01,0.88,0.88,0.67,0.67,245
'07233P,康普凱基7A售01,1.11,1.16,1.06,1.16,1027
'072340,百和興凱基77購01,0.1,0.1,0.1,0.1,0
'072341,華榮國泰77購01,0.31,0.31,0.29,0.3,82
'072342,群創國泰79購01,0.33,0.33,0.33,0.33,90
'072343,中石化麥證77購01,0.08,0.08,0.08,0.08,0
'072344,儒鴻麥證77購01,1.13,1.13,1.07,1.1,4190
'072345,鴻海麥證78購01,0.11,0.12,0.11,0.12,43
'072346,台積電麥證77購01,0.08,0.08,0.08,0.08,13
'072347,台積電麥證78購01,0.1,0.1,0.1,0.1,35
'072348,華邦電麥證77購01,0.11,0.13,0.11,0.12,2941
'072349,鴻準麥證77購01,0.08,0.08,0.08,0.08,3
'07234P,鴻準日盛7A售01,1.72,1.72,1.72,1.72,0
'072350,鴻準麥證78購01,0.08,0.08,0.08,0.08,0
'072351,南亞科麥證77購01,1.68,1.68,1.48,1.48,1452
'072352,友達麥證77購01,0.41,0.41,0.37,0.37,2818
'072353,聯發科麥證77購01,1.03,1.03,0.92,0.92,3735
'072354,長榮麥證77購01,0.08,0.08,0.08,0.08,0
'072355,國泰金麥證77購01,0.12,0.12,0.12,0.12,0
'072356,群創麥證77購01,0.07,0.07,0.07,0.07,0
'072357,和碩麥證77購01,0.08,0.08,0.08,0.08,0
'072358,中租麥證77購01,0.82,0.85,0.78,0.85,95
'072359,臺股指麥證7A購01,1.25,1.26,1.22,1.22,40
'07235P,宏達電日盛7A售01,1.9,1.91,1.9,1.91,42
'072360,臺股指麥證7A購02,0.5,0.5,0.48,0.48,337
'072361,台灣50富邦79購01,1.72,1.72,1.72,1.72,9
'072362,T50反1富邦79購01,0.56,0.56,0.56,0.56,0
'072363,友達群益77購01,0.44,0.44,0.41,0.41,1047
'072364,聯發科群益77購01,0.81,0.81,0.81,0.81,0
'072365,盟立群益77購01,0.03,0.03,0.03,0.03,0
'072366,強茂群益77購01,7.05,7.05,4.77,5.45,78
'072367,群創群益77購01,0.08,0.08,0.08,0.08,66
'072368,台郡群益78購01,0.1,0.1,0.1,0.1,0
'072369,臺股指群益77購01,2.19,2.19,2.05,2.05,541
'07236P,滬深2X中信7A售03,0.57,0.57,0.57,0.57,0
'072370,臺股指群益77購02,1.68,1.68,1.68,1.68,0
'072371,臺股指群益77購03,0.72,0.72,0.72,0.72,0
'072372,TPK兆豐78購02,0.12,0.13,0.12,0.13,135
'072373,臺股指兆豐77購01,0.62,0.62,0.51,0.51,100
'072374,為升日盛77購01,1.49,1.49,1.49,1.49,0
'072375,鴻海日盛77購02,0.03,0.06,0.03,0.06,6
'072376,華邦電日盛77購01,0.12,0.12,0.12,0.12,0
'072377,佳世達日盛77購01,0.29,0.29,0.29,0.29,5
'072378,強茂日盛77購02,4.96,4.96,4.96,4.96,10
'072379,南茂日盛77購01,0.05,0.05,0.05,0.05,0
'07237P,創意國泰7A售02,1.36,1.36,1.36,1.36,0
'072380,高股息元大77購02,0.68,0.68,0.68,0.68,0
'072381,元上證元大77購01,0.04,0.04,0.04,0.04,0
'072382,T50反1元大77購03,0.53,0.53,0.53,0.53,0
'072383,CFA50元大77購02,0.01,0.01,0.01,0.01,0
'072384,鴻海元大77購06,0.44,0.46,0.43,0.45,574
'072385,技嘉元大77購05,1.51,1.51,1.51,1.51,32
'072386,美律元大78購03,0.31,0.32,0.29,0.32,577
'072387,奇力新元大78購01,3.48,3.48,3.48,3.48,0
'072388,強茂元大77購04,3.69,3.69,3.69,3.69,0
'072389,宏達電元大77購02,0.13,0.13,0.13,0.13,0
'07238P,國巨富邦7B售01,0.12,0.13,0.12,0.12,87
'072390,長榮元大77購04,0.04,0.04,0.04,0.04,0
'072391,禾伸堂元大77購06,3.36,3.36,3.36,3.36,0
'072392,群創元大77購02,0.11,0.11,0.11,0.11,0
'072393,崇越元大77購01,0.33,0.33,0.33,0.33,30
'072394,達方元大77購01,7.15,7.15,7.15,7.15,1
'072395,綠悅康和77購01,0.1,0.1,0.1,0.1,0
'072396,禾伸堂康和77購02,3.11,3.11,3.11,3.11,0
'072397,CFA50元富77購02,0.01,0.01,0.01,0.01,0
'072398,大同元富77購06,0.3,0.3,0.3,0.3,0
'072399,嘉聯益元富77購01,2.55,2.55,2.55,2.55,0
'07239P,義隆富邦7A售03,0.62,0.63,0.62,0.63,115
'072400,臺股指元富77購01,1.11,1.13,1.1,1.1,151
'072401,臺股指元富77購02,1.13,1.13,1.02,1.02,491
'072402,鴻海統一77購06,0.08,0.08,0.08,0.08,0
'072403,致茂統一78購01,0.29,0.31,0.27,0.27,422
'072404,矽格統一77購02,0.26,0.28,0.26,0.27,225
'072405,樺漢統一77購02,0.16,0.16,0.16,0.16,0
'072406,中石化凱基77購02,0.05,0.05,0.05,0.05,0
'072407,友達凱基77購01,0.81,0.81,0.66,0.66,1044
'072408,友達凱基77購02,0.34,0.35,0.34,0.34,888
'072409,宏盛凱基77購01,3.39,3.39,3.39,3.39,0
'07240P,大同元大7A售01,0.7,0.7,0.65,0.69,663
'072410,智原凱基77購01,0.87,1.04,0.85,0.85,950
'072411,智原凱基77購02,0.55,0.65,0.52,0.52,622
'072412,智原凱基78購01,0.58,0.71,0.57,0.64,842
'072413,全宇凱基77購02,0.17,0.17,0.17,0.17,162
'072414,正文凱基77購02,0.18,0.18,0.18,0.18,5
'072415,嘉聯益凱基77購01,3.17,3.17,3.17,3.17,7
'072416,嘉聯益凱基77購02,3.12,3.12,3.12,3.12,0
'072417,嘉聯益凱基78購01,3.15,3.37,2.52,2.61,1350
'072418,臺股指凱基77購01,1.07,1.07,0.99,0.99,35
'072419,臺股指凱基77購02,0.41,0.41,0.41,0.41,0
'07241P,臺股指元大7B售02,2.82,2.84,2.82,2.84,20
'072420,臺股指凱基77購03,1.15,1.16,1.08,1.08,300
'072421,群創國泰78購01,0.12,0.12,0.12,0.12,0
'072422,鴻海富邦79購03,0.32,0.32,0.32,0.32,0
'072423,美律富邦79購02,0.25,0.27,0.25,0.27,640
'072424,臺股指富邦77購01,1.15,1.15,1.15,1.15,0
'072425,臺股指富邦77購02,0.28,0.28,0.28,0.28,0
'072426,臺股指富邦77購03,0.95,0.95,0.95,0.95,0
'072427,臺股指永昌77購01,2.23,2.24,2.16,2.16,26
'072428,臺股指永昌77購02,2.05,2.05,2.05,2.05,0
'072429,上銀中信78購01,3,3,3,3,0
'07242P,臺股指元大7B售03,3.37,3.37,3.37,3.37,0
'072430,聯電中信78購01,1.33,1.33,1.27,1.28,50
'072431,微星中信79購01,3.44,3.44,3.44,3.44,0
'072432,強茂中信77購01,2.58,2.58,2.58,2.58,0
'072433,潤泰全中信78購01,1.35,1.54,1.25,1.39,283
'072434,台勝科中信77購01,1.19,1.19,1.19,1.19,10
'072435,T50反1台新7C購01,0.55,0.55,0.55,0.55,0
'072436,全新台新78購01,0.34,0.34,0.34,0.34,200
'072437,中壽台新78購01,0.77,0.77,0.77,0.77,0
'072438,潤泰全台新78購01,1.74,1.74,1.74,1.74,86
'072439,永冠永豐77購02,0.02,0.02,0.02,0.02,0
'07243P,臺股指元大7B售04,3.92,3.92,3.92,3.92,25
'072440,為升永豐77購01,0.54,0.54,0.45,0.45,666
'072441,廣達永豐77購01,0.15,0.15,0.15,0.15,0
'072442,強茂永豐77購02,2.48,2.48,1.8,1.8,55
'072443,宏盛永豐77購01,1.8,1.8,1.8,1.8,0
'072444,聯鈞永豐77購01,0.05,0.05,0.05,0.05,0
'072445,敦泰永豐77購01,0.04,0.04,0.04,0.04,0
'072446,彩晶永豐77購02,0.06,0.06,0.06,0.06,0
'072447,南茂永豐77購01,0.04,0.04,0.04,0.04,0
'072448,臺股指永豐77購03,0.55,0.55,0.55,0.55,0
'072449,臺股指永豐77購04,0.31,0.31,0.31,0.31,0
'07244P,大同中信7C售01,0.55,0.55,0.53,0.53,9
'072450,國喬麥證77購01,0.37,0.39,0.35,0.36,770
'072451,榮成麥證77購01,0.09,0.09,0.09,0.09,0
'072452,聯電麥證77購01,0.71,0.71,0.67,0.67,1051
'072453,華通麥證77購01,0.14,0.14,0.14,0.14,155
'072454,宏碁麥證77購01,0.19,0.22,0.19,0.19,2377
'072455,台光電麥證77購01,0.04,0.04,0.04,0.04,0
'072456,京元電麥證77購01,0.08,0.08,0.08,0.08,0
'072457,可成麥證77購01,0.42,0.44,0.42,0.44,1314
'072458,富邦金麥證77購01,0.08,0.08,0.08,0.08,0
'072459,緯創麥證77購01,0.2,0.2,0.19,0.19,4993
'07245P,上証2X群益7C售01,0.79,0.79,0.79,0.79,0
'072460,台勝科麥證77購01,2.19,2.19,1.78,1.78,162
'072461,臻鼎麥證77購01,0.18,0.19,0.18,0.18,1135
'072462,樺漢麥證77購01,0.18,0.18,0.18,0.18,0
'072463,康友麥證77購01,0.24,0.25,0.24,0.25,190
'072464,南茂麥證77購01,0.03,0.03,0.03,0.03,0
'072465,臺股指麥證77購01,1.07,1.07,1.07,1.07,20
'072466,臺股指麥證77購02,0.58,0.59,0.57,0.57,120
'072467,微星第一77購01,4.43,4.43,4.43,4.43,0
'072468,群創第一77購01,0.45,0.45,0.45,0.45,0
'072469,中石化群益77購02,0.16,0.16,0.16,0.16,0
'07246P,葡萄王群益7A售02,1.39,1.47,1.39,1.47,407
'072470,冠德群益77購01,0.18,0.18,0.18,0.18,0
'072471,潤泰全群益77購01,2.24,2.54,2.24,2.42,895
'072472,貿聯群益77購01,0.05,0.05,0.05,0.05,117
'072473,TPK群益77購03,0.06,0.06,0.06,0.06,0
'072474,華新科日盛77購01,27,27,27,27,0
'072475,中橡宏遠77購01,0.18,0.18,0.18,0.18,0
'072476,友達國票77購01,0.63,0.63,0.58,0.58,288
'072477,禾伸堂國票77購02,2.41,2.41,2.41,2.41,10
'072478,明泰國票77購01,0.12,0.12,0.12,0.12,0
'072479,和大凱基77購01,1.4,1.46,1.22,1.22,776
'07247P,TPK群益7B售01,1.1,1.11,1.1,1.1,118
'072480,大同凱基77購04,0.22,0.22,0.22,0.22,0
'072481,大同凱基77購05,0.1,0.1,0.1,0.1,0
'072482,京元電凱基77購01,0.07,0.07,0.07,0.07,0
'072483,強茂凱基77購02,3.42,3.42,2.47,2.71,118
'072484,創意中信78購01,0.48,0.57,0.47,0.57,800
'072485,技嘉台新78購01,1.35,1.35,1.35,1.35,0
'072486,微星台新79購01,2.1,2.1,2.1,2.1,0
'072487,南亞科台新78購01,1.59,1.62,1.45,1.45,45
'072488,聯鈞台新78購01,0.09,0.09,0.09,0.09,0
'072489,卜蜂永豐77購01,0.04,0.04,0.04,0.04,0
'07248P,上証2X凱基7C售02,1.38,1.38,1.38,1.38,0
'072490,大同永豐77購05,0.04,0.04,0.04,0.04,0
'072491,建準永豐77購01,0.11,0.11,0.11,0.11,0
'072492,矽創永豐77購01,0.16,0.16,0.16,0.16,750
'072493,凌巨永豐77購01,0.07,0.07,0.07,0.07,0
'072494,鴻海元大77購07,0.02,0.02,0.02,0.02,0
'072495,華邦電元大77購03,0.1,0.1,0.1,0.1,0
'072496,大同元大78購03,0.29,0.31,0.29,0.31,106
'072497,大同元大78購04,0.42,0.45,0.42,0.43,597
'072498,微星元大77購06,3.23,3.23,3.04,3.23,30
'072499,美律元大77購05,0.11,0.11,0.11,0.11,0
'07249P,滬深2X凱基7C售03,1.28,1.28,1.28,1.28,0
'072500,全新元大77購04,0.56,0.57,0.52,0.52,1161
'072501,冠德元大77購03,0.17,0.17,0.17,0.17,0
'072502,群創元大78購01,0.06,0.06,0.06,0.06,10
'072503,彩晶元大77購02,0.12,0.12,0.12,0.12,22
'072504,百和興元大77購01,0.03,0.03,0.03,0.03,0
'072505,T50反1玉山7A購01,0.25,0.25,0.25,0.25,0
'072506,T50反1玉山7A購02,0.14,0.14,0.12,0.12,60
'072507,美律玉山79購01,0.42,0.43,0.42,0.42,1098
'072508,冠德玉山77購01,0.17,0.17,0.17,0.17,0
'072509,宏盛玉山77購01,2.36,2.36,2.36,2.36,0
'07250P,禾伸堂凱基7A售05,0.5,0.52,0.5,0.51,22
'072510,華夏國泰77購01,0.31,0.31,0.31,0.31,69
'072511,華新科國泰77購01,27.2,27.2,27.2,27.2,0
'072512,台勝科國泰77購02,1.93,1.93,1.69,1.69,50
'072513,中租國泰77購01,1.55,1.55,1.55,1.55,10
'072514,FB上証富邦79購01,0.07,0.07,0.07,0.07,312
'072515,CFA50富邦7A購01,0.07,0.08,0.07,0.08,519
'072516,台積電富邦77購01,0.24,0.24,0.23,0.23,360
'072517,宏碁富邦78購01,0.28,0.28,0.28,0.28,0
'072518,可成富邦79購02,1.13,1.14,1.1,1.12,152
'072519,統一麥證77購01,0.56,0.58,0.53,0.57,4904
'07251P,GIS凱基7A售06,0.75,0.75,0.75,0.75,0
'072520,東陽麥證77購01,0.08,0.08,0.08,0.08,0
'072521,東聯麥證77購01,0.39,0.42,0.39,0.41,3761
'072522,光寶科麥證77購01,0.15,0.15,0.15,0.15,30
'072523,日月光麥證77購01,0.12,0.12,0.12,0.12,0
'072524,鴻海麥證79購01,0.44,0.47,0.44,0.47,1855
'072525,台積電麥證79購01,0.28,0.28,0.26,0.27,1450
'072526,智邦麥證77購01,0.09,0.1,0.09,0.1,619
'072527,佳世達麥證77購01,0.25,0.25,0.25,0.25,0
'072528,英業達麥證77購01,0.29,0.31,0.27,0.31,3459
'072529,微星麥證77購01,2.61,3,2.61,3,704
'07252P,GIS凱基7A售07,0.66,0.66,0.66,0.66,0
'072530,華新科麥證77購01,9.8,9.8,9.8,9.8,6
'072531,潤泰全麥證77購01,1.14,1.3,1.06,1.17,5454
'072532,亞光麥證77購01,0.29,0.34,0.29,0.32,2800
'072533,欣興麥證77購01,0.41,0.41,0.37,0.37,4853
'072534,貿聯麥證77購01,0.08,0.08,0.08,0.08,3
'072535,鎧勝麥證77購01,0.08,0.08,0.08,0.08,0
'072536,敦南麥證77購01,0.36,0.36,0.27,0.3,644
'072537,臺股指麥證7B購01,0.56,0.56,0.53,0.54,124
'072538,鴻海康和77購01,0.14,0.14,0.14,0.14,0
'072539,宏碁康和77購01,0.11,0.11,0.11,0.11,0
'07253P,GIS凱基7A售08,0.48,0.48,0.48,0.48,0
'072540,南亞科康和77購02,1.59,1.59,1.41,1.41,216
'072541,台郡康和77購01,0.04,0.04,0.04,0.04,0
'072542,CFA50統一77購01,0.02,0.02,0.02,0.02,0
'072543,廣宇統一77購01,0.09,0.09,0.09,0.09,0
'072544,群創統一77購01,0.1,0.1,0.1,0.1,40
'072545,彩晶統一77購01,0.18,0.18,0.18,0.18,0
'072546,矽創統一78購01,0.35,0.39,0.35,0.39,1070
'072547,大成鋼元富77購01,3.97,3.97,3.97,3.97,0
'072548,大同元富77購07,0.18,0.18,0.18,0.18,0
'072549,技嘉元富77購01,1.45,1.45,1.45,1.45,0
'07254P,聯發科富邦7C售03,1.05,1.05,1.05,1.05,0
'072550,中信金元富77購01,0.23,0.23,0.23,0.23,0
'072551,禾伸堂元富77購02,3.31,3.31,3.31,3.31,0
'072552,敦南元富77購01,0.93,0.93,0.74,0.85,506
'072553,達運元富77購01,0.08,0.08,0.08,0.08,0
'072554,樺漢元富77購02,0.15,0.15,0.15,0.15,10
'072555,國喬兆豐77購02,1.02,1.07,1.02,1.07,400
'072556,中石化兆豐78購02,0.15,0.15,0.15,0.15,1020
'072557,華新兆豐77購02,4.84,4.84,4.84,4.84,0
'072558,中纖兆豐77購01,0.46,0.46,0.46,0.46,0
'072559,榮成兆豐78購01,0.46,0.47,0.43,0.43,512
'07255P,聯發科富邦7C售04,1.2,1.2,1.2,1.2,20
'072560,聯電兆豐77購01,2.17,2.17,2.17,2.17,0
'072561,華通兆豐78購01,0.22,0.22,0.22,0.22,0
'072562,台積電兆豐78購04,0.57,0.57,0.47,0.47,212
'072563,華邦電兆豐78購03,0.08,0.08,0.08,0.08,70
'072564,宏碁兆豐77購02,0.27,0.27,0.27,0.27,70
'072565,鴻準兆豐77購01,0.17,0.17,0.17,0.17,0
'072566,致茂兆豐78購01,0.62,0.69,0.61,0.69,558
'072567,微星兆豐77購03,2.8,2.8,2.8,2.8,0
'072568,友達兆豐77購02,0.47,0.47,0.47,0.47,10
'072569,可成兆豐77購02,1.05,1.1,1.01,1.07,640
'07256P,國喬元富7A售02,0.59,0.62,0.58,0.6,193
'072570,宏達電兆豐77購02,0.16,0.16,0.16,0.16,0
'072571,中信金兆豐77購01,0.5,0.5,0.5,0.5,0
'072572,晶豪科兆豐77購01,0.43,0.43,0.43,0.43,0
'072573,緯創兆豐77購02,0.74,0.75,0.74,0.75,133
'072574,群創兆豐77購02,0.01,0.01,0.01,0.01,0
'072575,嘉澤兆豐78購02,0.57,0.68,0.57,0.68,2001
'072576,致伸兆豐77購01,0.04,0.04,0.04,0.04,0
'072577,敦南兆豐77購01,0.52,0.52,0.52,0.52,0
'072578,達運兆豐77購02,0.08,0.08,0.08,0.08,0
'072579,台虹兆豐78購01,0.16,0.16,0.16,0.16,0
'07257P,佳世達元富7A售02,0.67,0.68,0.67,0.68,877
'072580,致茂第一77購01,0.45,0.45,0.45,0.45,139
'072581,強茂第一77購01,5.75,5.75,5.75,5.75,0
'072582,卜蜂群益77購01,0.09,0.09,0.09,0.09,0
'072583,中石化群益78購02,0.06,0.06,0.06,0.06,0
'072584,華邦電群益77購03,0.05,0.05,0.05,0.05,0
'072585,致茂群益77購01,0.29,0.3,0.28,0.3,464
'072586,美律群益77購02,0.03,0.03,0.03,0.03,0
'072587,聯發科群益77購02,0.25,0.25,0.25,0.25,474
'072588,創意群益77購05,0.23,0.23,0.23,0.23,5
'072589,嘉澤群益77購03,0.35,0.46,0.34,0.46,1523
'07258P,上銀兆豐7B售01,1.18,1.18,1.15,1.18,50
'072590,致伸群益77購01,0.02,0.02,0.02,0.02,0
'072591,鎧勝群益77購01,0.01,0.01,0.01,0.01,0
'072592,大立光日盛77購03,1.5,1.7,1.49,1.7,96
'072593,T50反1元大78購01,0.41,0.43,0.41,0.41,497
'072594,儒鴻元大77購01,2.25,2.25,2.15,2.15,78
'072595,瑞昱元大77購03,0.29,0.29,0.27,0.27,100
'072596,宏盛元大77購02,3.38,3.38,3.38,3.38,0
'072597,長榮元大77購05,0.06,0.06,0.06,0.06,0
'072598,臻鼎元大77購03,0.69,0.69,0.62,0.64,433
'072599,FB上証永昌78購01,0.43,0.43,0.43,0.43,0
'07259P,創意兆豐7A售01,1.02,1.02,0.92,0.92,21
'072600,卜蜂中信78購01,0.07,0.07,0.07,0.07,0
'072601,台積電台新78購02,0.09,0.09,0.09,0.09,0
'072602,創意台新78購01,0.8,0.98,0.8,0.86,626
'072603,台勝科台新77購02,1.36,1.36,1.36,1.36,0
'072604,台勝科台新77購03,1.36,1.36,1.36,1.36,0
'072605,台積電永豐77購02,0.02,0.02,0.02,0.02,0
'072606,旺宏永豐77購05,0.93,1.02,0.93,1.02,558
'072607,創意永豐77購04,0.11,0.11,0.11,0.11,0
